instanceID	dataIDs	label_set	non_label
sense0-humboldt_aequinoktial04_1859-1694-22	sense0,humboldt_aequinoktial04_1859-1694-22	0,1	-
sense1-humboldt_aequinoktial04_1859-1694-22	sense1,humboldt_aequinoktial04_1859-1694-22	0,1	-
sense2-humboldt_aequinoktial04_1859-1694-22	sense2,humboldt_aequinoktial04_1859-1694-22	0,1	-
sense3-humboldt_aequinoktial04_1859-1694-22	sense3,humboldt_aequinoktial04_1859-1694-22	0,1	-
sense4-humboldt_aequinoktial04_1859-1694-22	sense4,humboldt_aequinoktial04_1859-1694-22	0,1	-
sense0-stifter_nachsommer02_1857-1294-2	sense0,stifter_nachsommer02_1857-1294-2	0,1	-
sense1-stifter_nachsommer02_1857-1294-2	sense1,stifter_nachsommer02_1857-1294-2	0,1	-
sense2-stifter_nachsommer02_1857-1294-2	sense2,stifter_nachsommer02_1857-1294-2	0,1	-
sense3-stifter_nachsommer02_1857-1294-2	sense3,stifter_nachsommer02_1857-1294-2	0,1	-
sense4-stifter_nachsommer02_1857-1294-2	sense4,stifter_nachsommer02_1857-1294-2	0,1	-
sense0-laube_europa0102_1833-494-21	sense0,laube_europa0102_1833-494-21	0,1	-
sense1-laube_europa0102_1833-494-21	sense1,laube_europa0102_1833-494-21	0,1	-
sense2-laube_europa0102_1833-494-21	sense2,laube_europa0102_1833-494-21	0,1	-
sense3-laube_europa0102_1833-494-21	sense3,laube_europa0102_1833-494-21	0,1	-
sense4-laube_europa0102_1833-494-21	sense4,laube_europa0102_1833-494-21	0,1	-
sense0-2532889X_1965-12-14_01_170.tcf.xml-69-10	sense0,2532889X_1965-12-14_01_170.tcf.xml-69-10	0,1	-
sense1-2532889X_1965-12-14_01_170.tcf.xml-69-10	sense1,2532889X_1965-12-14_01_170.tcf.xml-69-10	0,1	-
sense2-2532889X_1965-12-14_01_170.tcf.xml-69-10	sense2,2532889X_1965-12-14_01_170.tcf.xml-69-10	0,1	-
sense3-2532889X_1965-12-14_01_170.tcf.xml-69-10	sense3,2532889X_1965-12-14_01_170.tcf.xml-69-10	0,1	-
sense4-2532889X_1965-12-14_01_170.tcf.xml-69-10	sense4,2532889X_1965-12-14_01_170.tcf.xml-69-10	0,1	-
sense0-keller_sinngedicht_1882-2950-36	sense0,keller_sinngedicht_1882-2950-36	0,1	-
sense1-keller_sinngedicht_1882-2950-36	sense1,keller_sinngedicht_1882-2950-36	0,1	-
sense2-keller_sinngedicht_1882-2950-36	sense2,keller_sinngedicht_1882-2950-36	0,1	-
sense3-keller_sinngedicht_1882-2950-36	sense3,keller_sinngedicht_1882-2950-36	0,1	-
sense4-keller_sinngedicht_1882-2950-36	sense4,keller_sinngedicht_1882-2950-36	0,1	-
sense0-26120215_1965_04_09_01_070.tcf.xml-13-6	sense0,26120215_1965_04_09_01_070.tcf.xml-13-6	0,1	-
sense1-26120215_1965_04_09_01_070.tcf.xml-13-6	sense1,26120215_1965_04_09_01_070.tcf.xml-13-6	0,1	-
sense2-26120215_1965_04_09_01_070.tcf.xml-13-6	sense2,26120215_1965_04_09_01_070.tcf.xml-13-6	0,1	-
sense3-26120215_1965_04_09_01_070.tcf.xml-13-6	sense3,26120215_1965_04_09_01_070.tcf.xml-13-6	0,1	-
sense4-26120215_1965_04_09_01_070.tcf.xml-13-6	sense4,26120215_1965_04_09_01_070.tcf.xml-13-6	0,1	-
sense0-treitschke_geschichte04_1889-2227-4	sense0,treitschke_geschichte04_1889-2227-4	0,1	-
sense1-treitschke_geschichte04_1889-2227-4	sense1,treitschke_geschichte04_1889-2227-4	0,1	-
sense2-treitschke_geschichte04_1889-2227-4	sense2,treitschke_geschichte04_1889-2227-4	0,1	-
sense3-treitschke_geschichte04_1889-2227-4	sense3,treitschke_geschichte04_1889-2227-4	0,1	-
sense4-treitschke_geschichte04_1889-2227-4	sense4,treitschke_geschichte04_1889-2227-4	0,1	-
sense0-fouque_magie_1812-910-8	sense0,fouque_magie_1812-910-8	0,1	-
sense1-fouque_magie_1812-910-8	sense1,fouque_magie_1812-910-8	0,1	-
sense2-fouque_magie_1812-910-8	sense2,fouque_magie_1812-910-8	0,1	-
sense3-fouque_magie_1812-910-8	sense3,fouque_magie_1812-910-8	0,1	-
sense4-fouque_magie_1812-910-8	sense4,fouque_magie_1812-910-8	0,1	-
sense0-2532889X_1971-02-04_01_156.tcf.xml-10-38	sense0,2532889X_1971-02-04_01_156.tcf.xml-10-38	0,1	-
sense1-2532889X_1971-02-04_01_156.tcf.xml-10-38	sense1,2532889X_1971-02-04_01_156.tcf.xml-10-38	0,1	-
sense2-2532889X_1971-02-04_01_156.tcf.xml-10-38	sense2,2532889X_1971-02-04_01_156.tcf.xml-10-38	0,1	-
sense3-2532889X_1971-02-04_01_156.tcf.xml-10-38	sense3,2532889X_1971-02-04_01_156.tcf.xml-10-38	0,1	-
sense4-2532889X_1971-02-04_01_156.tcf.xml-10-38	sense4,2532889X_1971-02-04_01_156.tcf.xml-10-38	0,1	-
sense0-grimm_maerchen01_1843-2930-41	sense0,grimm_maerchen01_1843-2930-41	0,1	-
sense1-grimm_maerchen01_1843-2930-41	sense1,grimm_maerchen01_1843-2930-41	0,1	-
sense2-grimm_maerchen01_1843-2930-41	sense2,grimm_maerchen01_1843-2930-41	0,1	-
sense3-grimm_maerchen01_1843-2930-41	sense3,grimm_maerchen01_1843-2930-41	0,1	-
sense4-grimm_maerchen01_1843-2930-41	sense4,grimm_maerchen01_1843-2930-41	0,1	-
sense0-raabe_sperlingsgasse_1857-988-13	sense0,raabe_sperlingsgasse_1857-988-13	0,1	-
sense1-raabe_sperlingsgasse_1857-988-13	sense1,raabe_sperlingsgasse_1857-988-13	0,1	-
sense2-raabe_sperlingsgasse_1857-988-13	sense2,raabe_sperlingsgasse_1857-988-13	0,1	-
sense3-raabe_sperlingsgasse_1857-988-13	sense3,raabe_sperlingsgasse_1857-988-13	0,1	-
sense4-raabe_sperlingsgasse_1857-988-13	sense4,raabe_sperlingsgasse_1857-988-13	0,1	-
sense0-26120215_1951_10_11_01_176.tcf.xml-12-11	sense0,26120215_1951_10_11_01_176.tcf.xml-12-11	0,1	-
sense1-26120215_1951_10_11_01_176.tcf.xml-12-11	sense1,26120215_1951_10_11_01_176.tcf.xml-12-11	0,1	-
sense2-26120215_1951_10_11_01_176.tcf.xml-12-11	sense2,26120215_1951_10_11_01_176.tcf.xml-12-11	0,1	-
sense3-26120215_1951_10_11_01_176.tcf.xml-12-11	sense3,26120215_1951_10_11_01_176.tcf.xml-12-11	0,1	-
sense4-26120215_1951_10_11_01_176.tcf.xml-12-11	sense4,26120215_1951_10_11_01_176.tcf.xml-12-11	0,1	-
sense0-beck_eisen02_1895-7571-1	sense0,beck_eisen02_1895-7571-1	0,1	-
sense1-beck_eisen02_1895-7571-1	sense1,beck_eisen02_1895-7571-1	0,1	-
sense2-beck_eisen02_1895-7571-1	sense2,beck_eisen02_1895-7571-1	0,1	-
sense3-beck_eisen02_1895-7571-1	sense3,beck_eisen02_1895-7571-1	0,1	-
sense4-beck_eisen02_1895-7571-1	sense4,beck_eisen02_1895-7571-1	0,1	-
sense0-2532889X_1959-06-24_01_096.tcf.xml-61-1	sense0,2532889X_1959-06-24_01_096.tcf.xml-61-1	0,1	-
sense1-2532889X_1959-06-24_01_096.tcf.xml-61-1	sense1,2532889X_1959-06-24_01_096.tcf.xml-61-1	0,1	-
sense2-2532889X_1959-06-24_01_096.tcf.xml-61-1	sense2,2532889X_1959-06-24_01_096.tcf.xml-61-1	0,1	-
sense3-2532889X_1959-06-24_01_096.tcf.xml-61-1	sense3,2532889X_1959-06-24_01_096.tcf.xml-61-1	0,1	-
sense4-2532889X_1959-06-24_01_096.tcf.xml-61-1	sense4,2532889X_1959-06-24_01_096.tcf.xml-61-1	0,1	-
sense0-26120215_1953_03_22_01_033.tcf.xml-48-1	sense0,26120215_1953_03_22_01_033.tcf.xml-48-1	0,1	-
sense1-26120215_1953_03_22_01_033.tcf.xml-48-1	sense1,26120215_1953_03_22_01_033.tcf.xml-48-1	0,1	-
sense2-26120215_1953_03_22_01_033.tcf.xml-48-1	sense2,26120215_1953_03_22_01_033.tcf.xml-48-1	0,1	-
sense3-26120215_1953_03_22_01_033.tcf.xml-48-1	sense3,26120215_1953_03_22_01_033.tcf.xml-48-1	0,1	-
sense4-26120215_1953_03_22_01_033.tcf.xml-48-1	sense4,26120215_1953_03_22_01_033.tcf.xml-48-1	0,1	-
sense0-2532889X_1957-10-25_01_016.tcf.xml-7-30	sense0,2532889X_1957-10-25_01_016.tcf.xml-7-30	0,1	-
sense1-2532889X_1957-10-25_01_016.tcf.xml-7-30	sense1,2532889X_1957-10-25_01_016.tcf.xml-7-30	0,1	-
sense2-2532889X_1957-10-25_01_016.tcf.xml-7-30	sense2,2532889X_1957-10-25_01_016.tcf.xml-7-30	0,1	-
sense3-2532889X_1957-10-25_01_016.tcf.xml-7-30	sense3,2532889X_1957-10-25_01_016.tcf.xml-7-30	0,1	-
sense4-2532889X_1957-10-25_01_016.tcf.xml-7-30	sense4,2532889X_1957-10-25_01_016.tcf.xml-7-30	0,1	-
sense0-2532889X_1973-05-26_01_177.tcf.xml-23-91	sense0,2532889X_1973-05-26_01_177.tcf.xml-23-91	0,1	-
sense1-2532889X_1973-05-26_01_177.tcf.xml-23-91	sense1,2532889X_1973-05-26_01_177.tcf.xml-23-91	0,1	-
sense2-2532889X_1973-05-26_01_177.tcf.xml-23-91	sense2,2532889X_1973-05-26_01_177.tcf.xml-23-91	0,1	-
sense3-2532889X_1973-05-26_01_177.tcf.xml-23-91	sense3,2532889X_1973-05-26_01_177.tcf.xml-23-91	0,1	-
sense4-2532889X_1973-05-26_01_177.tcf.xml-23-91	sense4,2532889X_1973-05-26_01_177.tcf.xml-23-91	0,1	-
sense0-2532889X_1968-09-30_01_074.tcf.xml-75-0	sense0,2532889X_1968-09-30_01_074.tcf.xml-75-0	0,1	-
sense1-2532889X_1968-09-30_01_074.tcf.xml-75-0	sense1,2532889X_1968-09-30_01_074.tcf.xml-75-0	0,1	-
sense2-2532889X_1968-09-30_01_074.tcf.xml-75-0	sense2,2532889X_1968-09-30_01_074.tcf.xml-75-0	0,1	-
sense3-2532889X_1968-09-30_01_074.tcf.xml-75-0	sense3,2532889X_1968-09-30_01_074.tcf.xml-75-0	0,1	-
sense4-2532889X_1968-09-30_01_074.tcf.xml-75-0	sense4,2532889X_1968-09-30_01_074.tcf.xml-75-0	0,1	-
sense0-grimm_maerchen01_1850-4604-25	sense0,grimm_maerchen01_1850-4604-25	0,1	-
sense1-grimm_maerchen01_1850-4604-25	sense1,grimm_maerchen01_1850-4604-25	0,1	-
sense2-grimm_maerchen01_1850-4604-25	sense2,grimm_maerchen01_1850-4604-25	0,1	-
sense3-grimm_maerchen01_1850-4604-25	sense3,grimm_maerchen01_1850-4604-25	0,1	-
sense4-grimm_maerchen01_1850-4604-25	sense4,grimm_maerchen01_1850-4604-25	0,1	-
sense0-brehm_thierleben01_1864-5964-17	sense0,brehm_thierleben01_1864-5964-17	0,1	-
sense1-brehm_thierleben01_1864-5964-17	sense1,brehm_thierleben01_1864-5964-17	0,1	-
sense2-brehm_thierleben01_1864-5964-17	sense2,brehm_thierleben01_1864-5964-17	0,1	-
sense3-brehm_thierleben01_1864-5964-17	sense3,brehm_thierleben01_1864-5964-17	0,1	-
sense4-brehm_thierleben01_1864-5964-17	sense4,brehm_thierleben01_1864-5964-17	0,1	-
sense0-stifter_steine02_1853-1226-12	sense0,stifter_steine02_1853-1226-12	0,1	-
sense1-stifter_steine02_1853-1226-12	sense1,stifter_steine02_1853-1226-12	0,1	-
sense2-stifter_steine02_1853-1226-12	sense2,stifter_steine02_1853-1226-12	0,1	-
sense3-stifter_steine02_1853-1226-12	sense3,stifter_steine02_1853-1226-12	0,1	-
sense4-stifter_steine02_1853-1226-12	sense4,stifter_steine02_1853-1226-12	0,1	-
sense0-2532889X_1971-02-01_01_131.tcf.xml-11-1	sense0,2532889X_1971-02-01_01_131.tcf.xml-11-1	0,1	-
sense1-2532889X_1971-02-01_01_131.tcf.xml-11-1	sense1,2532889X_1971-02-01_01_131.tcf.xml-11-1	0,1	-
sense2-2532889X_1971-02-01_01_131.tcf.xml-11-1	sense2,2532889X_1971-02-01_01_131.tcf.xml-11-1	0,1	-
sense3-2532889X_1971-02-01_01_131.tcf.xml-11-1	sense3,2532889X_1971-02-01_01_131.tcf.xml-11-1	0,1	-
sense4-2532889X_1971-02-01_01_131.tcf.xml-11-1	sense4,2532889X_1971-02-01_01_131.tcf.xml-11-1	0,1	-
sense0-engel_poetik_1806-2198-5	sense0,engel_poetik_1806-2198-5	0,1	-
sense1-engel_poetik_1806-2198-5	sense1,engel_poetik_1806-2198-5	0,1	-
sense2-engel_poetik_1806-2198-5	sense2,engel_poetik_1806-2198-5	0,1	-
sense3-engel_poetik_1806-2198-5	sense3,engel_poetik_1806-2198-5	0,1	-
sense4-engel_poetik_1806-2198-5	sense4,engel_poetik_1806-2198-5	0,1	-
sense0-rosenkranz_aesthetik_1853-1058-32	sense0,rosenkranz_aesthetik_1853-1058-32	0,1	-
sense1-rosenkranz_aesthetik_1853-1058-32	sense1,rosenkranz_aesthetik_1853-1058-32	0,1	-
sense2-rosenkranz_aesthetik_1853-1058-32	sense2,rosenkranz_aesthetik_1853-1058-32	0,1	-
sense3-rosenkranz_aesthetik_1853-1058-32	sense3,rosenkranz_aesthetik_1853-1058-32	0,1	-
sense4-rosenkranz_aesthetik_1853-1058-32	sense4,rosenkranz_aesthetik_1853-1058-32	0,1	-
sense0-storm_schimmelreiter_1888-190-7	sense0,storm_schimmelreiter_1888-190-7	0,1	-
sense1-storm_schimmelreiter_1888-190-7	sense1,storm_schimmelreiter_1888-190-7	0,1	-
sense2-storm_schimmelreiter_1888-190-7	sense2,storm_schimmelreiter_1888-190-7	0,1	-
sense3-storm_schimmelreiter_1888-190-7	sense3,storm_schimmelreiter_1888-190-7	0,1	-
sense4-storm_schimmelreiter_1888-190-7	sense4,storm_schimmelreiter_1888-190-7	0,1	-
sense0-26120215_1972_10_05_01_152.tcf.xml-4-16	sense0,26120215_1972_10_05_01_152.tcf.xml-4-16	0,1	-
sense1-26120215_1972_10_05_01_152.tcf.xml-4-16	sense1,26120215_1972_10_05_01_152.tcf.xml-4-16	0,1	-
sense2-26120215_1972_10_05_01_152.tcf.xml-4-16	sense2,26120215_1972_10_05_01_152.tcf.xml-4-16	0,1	-
sense3-26120215_1972_10_05_01_152.tcf.xml-4-16	sense3,26120215_1972_10_05_01_152.tcf.xml-4-16	0,1	-
sense4-26120215_1972_10_05_01_152.tcf.xml-4-16	sense4,26120215_1972_10_05_01_152.tcf.xml-4-16	0,1	-
sense0-2532889X_1967-02-26_01_030.tcf.xml-16-11	sense0,2532889X_1967-02-26_01_030.tcf.xml-16-11	0,1	-
sense1-2532889X_1967-02-26_01_030.tcf.xml-16-11	sense1,2532889X_1967-02-26_01_030.tcf.xml-16-11	0,1	-
sense2-2532889X_1967-02-26_01_030.tcf.xml-16-11	sense2,2532889X_1967-02-26_01_030.tcf.xml-16-11	0,1	-
sense3-2532889X_1967-02-26_01_030.tcf.xml-16-11	sense3,2532889X_1967-02-26_01_030.tcf.xml-16-11	0,1	-
sense4-2532889X_1967-02-26_01_030.tcf.xml-16-11	sense4,2532889X_1967-02-26_01_030.tcf.xml-16-11	0,1	-
sense0-grimm_maerchen01_1819-518-8	sense0,grimm_maerchen01_1819-518-8	0,1	-
sense1-grimm_maerchen01_1819-518-8	sense1,grimm_maerchen01_1819-518-8	0,1	-
sense2-grimm_maerchen01_1819-518-8	sense2,grimm_maerchen01_1819-518-8	0,1	-
sense3-grimm_maerchen01_1819-518-8	sense3,grimm_maerchen01_1819-518-8	0,1	-
sense4-grimm_maerchen01_1819-518-8	sense4,grimm_maerchen01_1819-518-8	0,1	-
sense0-arnim_wunderhorn01_1806-826-9	sense0,arnim_wunderhorn01_1806-826-9	0,1	-
sense1-arnim_wunderhorn01_1806-826-9	sense1,arnim_wunderhorn01_1806-826-9	0,1	-
sense2-arnim_wunderhorn01_1806-826-9	sense2,arnim_wunderhorn01_1806-826-9	0,1	-
sense3-arnim_wunderhorn01_1806-826-9	sense3,arnim_wunderhorn01_1806-826-9	0,1	-
sense4-arnim_wunderhorn01_1806-826-9	sense4,arnim_wunderhorn01_1806-826-9	0,1	-
sense0-pocci_komoedienbuechlein04_1871-646-2	sense0,pocci_komoedienbuechlein04_1871-646-2	0,1	-
sense1-pocci_komoedienbuechlein04_1871-646-2	sense1,pocci_komoedienbuechlein04_1871-646-2	0,1	-
sense2-pocci_komoedienbuechlein04_1871-646-2	sense2,pocci_komoedienbuechlein04_1871-646-2	0,1	-
sense3-pocci_komoedienbuechlein04_1871-646-2	sense3,pocci_komoedienbuechlein04_1871-646-2	0,1	-
sense4-pocci_komoedienbuechlein04_1871-646-2	sense4,pocci_komoedienbuechlein04_1871-646-2	0,1	-
sense0-2532889X_1959-03-25_01_085.tcf.xml-14-5	sense0,2532889X_1959-03-25_01_085.tcf.xml-14-5	0,1	-
sense1-2532889X_1959-03-25_01_085.tcf.xml-14-5	sense1,2532889X_1959-03-25_01_085.tcf.xml-14-5	0,1	-
sense2-2532889X_1959-03-25_01_085.tcf.xml-14-5	sense2,2532889X_1959-03-25_01_085.tcf.xml-14-5	0,1	-
sense3-2532889X_1959-03-25_01_085.tcf.xml-14-5	sense3,2532889X_1959-03-25_01_085.tcf.xml-14-5	0,1	-
sense4-2532889X_1959-03-25_01_085.tcf.xml-14-5	sense4,2532889X_1959-03-25_01_085.tcf.xml-14-5	0,1	-
sense0-26120215_1963_02_26_01_038.tcf.xml-2-15	sense0,26120215_1963_02_26_01_038.tcf.xml-2-15	0,1	-
sense1-26120215_1963_02_26_01_038.tcf.xml-2-15	sense1,26120215_1963_02_26_01_038.tcf.xml-2-15	0,1	-
sense2-26120215_1963_02_26_01_038.tcf.xml-2-15	sense2,26120215_1963_02_26_01_038.tcf.xml-2-15	0,1	-
sense3-26120215_1963_02_26_01_038.tcf.xml-2-15	sense3,26120215_1963_02_26_01_038.tcf.xml-2-15	0,1	-
sense4-26120215_1963_02_26_01_038.tcf.xml-2-15	sense4,26120215_1963_02_26_01_038.tcf.xml-2-15	0,1	-
sense0-freud_hysterie_1895-2374-18	sense0,freud_hysterie_1895-2374-18	0,1	-
sense1-freud_hysterie_1895-2374-18	sense1,freud_hysterie_1895-2374-18	0,1	-
sense2-freud_hysterie_1895-2374-18	sense2,freud_hysterie_1895-2374-18	0,1	-
sense3-freud_hysterie_1895-2374-18	sense3,freud_hysterie_1895-2374-18	0,1	-
sense4-freud_hysterie_1895-2374-18	sense4,freud_hysterie_1895-2374-18	0,1	-
sense0-2532889X_1966-07-31_01_255.tcf.xml-18-1	sense0,2532889X_1966-07-31_01_255.tcf.xml-18-1	0,1	-
sense1-2532889X_1966-07-31_01_255.tcf.xml-18-1	sense1,2532889X_1966-07-31_01_255.tcf.xml-18-1	0,1	-
sense2-2532889X_1966-07-31_01_255.tcf.xml-18-1	sense2,2532889X_1966-07-31_01_255.tcf.xml-18-1	0,1	-
sense3-2532889X_1966-07-31_01_255.tcf.xml-18-1	sense3,2532889X_1966-07-31_01_255.tcf.xml-18-1	0,1	-
sense4-2532889X_1966-07-31_01_255.tcf.xml-18-1	sense4,2532889X_1966-07-31_01_255.tcf.xml-18-1	0,1	-
sense0-conradi_adam_1889-6908-36	sense0,conradi_adam_1889-6908-36	0,1	-
sense1-conradi_adam_1889-6908-36	sense1,conradi_adam_1889-6908-36	0,1	-
sense2-conradi_adam_1889-6908-36	sense2,conradi_adam_1889-6908-36	0,1	-
sense3-conradi_adam_1889-6908-36	sense3,conradi_adam_1889-6908-36	0,1	-
sense4-conradi_adam_1889-6908-36	sense4,conradi_adam_1889-6908-36	0,1	-
sense0-grimm_maerchen02_1843-2534-14	sense0,grimm_maerchen02_1843-2534-14	0,1	-
sense1-grimm_maerchen02_1843-2534-14	sense1,grimm_maerchen02_1843-2534-14	0,1	-
sense2-grimm_maerchen02_1843-2534-14	sense2,grimm_maerchen02_1843-2534-14	0,1	-
sense3-grimm_maerchen02_1843-2534-14	sense3,grimm_maerchen02_1843-2534-14	0,1	-
sense4-grimm_maerchen02_1843-2534-14	sense4,grimm_maerchen02_1843-2534-14	0,1	-
sense0-26120215_1988_08_08_01_113.tcf.xml-13-2	sense0,26120215_1988_08_08_01_113.tcf.xml-13-2	0,1	-
sense1-26120215_1988_08_08_01_113.tcf.xml-13-2	sense1,26120215_1988_08_08_01_113.tcf.xml-13-2	0,1	-
sense2-26120215_1988_08_08_01_113.tcf.xml-13-2	sense2,26120215_1988_08_08_01_113.tcf.xml-13-2	0,1	-
sense3-26120215_1988_08_08_01_113.tcf.xml-13-2	sense3,26120215_1988_08_08_01_113.tcf.xml-13-2	0,1	-
sense4-26120215_1988_08_08_01_113.tcf.xml-13-2	sense4,26120215_1988_08_08_01_113.tcf.xml-13-2	0,1	-
sense0-grimm_maerchen02_1850-3493-14	sense0,grimm_maerchen02_1850-3493-14	0,1	-
sense1-grimm_maerchen02_1850-3493-14	sense1,grimm_maerchen02_1850-3493-14	0,1	-
sense2-grimm_maerchen02_1850-3493-14	sense2,grimm_maerchen02_1850-3493-14	0,1	-
sense3-grimm_maerchen02_1850-3493-14	sense3,grimm_maerchen02_1850-3493-14	0,1	-
sense4-grimm_maerchen02_1850-3493-14	sense4,grimm_maerchen02_1850-3493-14	0,1	-
sense0-erbkam_tagebuch01_1842-2710-1	sense0,erbkam_tagebuch01_1842-2710-1	0,1	-
sense1-erbkam_tagebuch01_1842-2710-1	sense1,erbkam_tagebuch01_1842-2710-1	0,1	-
sense2-erbkam_tagebuch01_1842-2710-1	sense2,erbkam_tagebuch01_1842-2710-1	0,1	-
sense3-erbkam_tagebuch01_1842-2710-1	sense3,erbkam_tagebuch01_1842-2710-1	0,1	-
sense4-erbkam_tagebuch01_1842-2710-1	sense4,erbkam_tagebuch01_1842-2710-1	0,1	-
sense0-schwab_sagen01_1838-2542-7	sense0,schwab_sagen01_1838-2542-7	0,1	-
sense1-schwab_sagen01_1838-2542-7	sense1,schwab_sagen01_1838-2542-7	0,1	-
sense2-schwab_sagen01_1838-2542-7	sense2,schwab_sagen01_1838-2542-7	0,1	-
sense3-schwab_sagen01_1838-2542-7	sense3,schwab_sagen01_1838-2542-7	0,1	-
sense4-schwab_sagen01_1838-2542-7	sense4,schwab_sagen01_1838-2542-7	0,1	-
sense0-26120215_1952_09_26_01_041.tcf.xml-3-1	sense0,26120215_1952_09_26_01_041.tcf.xml-3-1	0,1	-
sense1-26120215_1952_09_26_01_041.tcf.xml-3-1	sense1,26120215_1952_09_26_01_041.tcf.xml-3-1	0,1	-
sense2-26120215_1952_09_26_01_041.tcf.xml-3-1	sense2,26120215_1952_09_26_01_041.tcf.xml-3-1	0,1	-
sense3-26120215_1952_09_26_01_041.tcf.xml-3-1	sense3,26120215_1952_09_26_01_041.tcf.xml-3-1	0,1	-
sense4-26120215_1952_09_26_01_041.tcf.xml-3-1	sense4,26120215_1952_09_26_01_041.tcf.xml-3-1	0,1	-
