dataID	context	indices_target_token	indices_target_sentence	lemma
1411	The 135,000 patients involved either had cardiovascular disease or conditions that predisposed them to heart attack and stroke, such as diabetes and peripheral artery disease, which is characterized by blockages in arteries supplying the legs and feet. The investigators , all part of a team known as the Antithrombotic Trialists ' Collaboration ( ATC ) , looked at whether the antiplatelets cut patients ' risk of heart attack , stroke and death from a cardiovascular cause . They found that overall, any antiplatelet therapy led to a one-third drop in heart attack risk, while the risk of non-fatal stroke fell by a quarter and cardiovascular death risk declined by one sixth.	257:271	253:476	investigator.n
1412	He also had Otepka 's wastebaskets intercepted on the way to the incinerator and combed for incriminating material. Reilly says he lost interest in the phone tap after finding in the wastebasket a piece of carbon paper with the impression of 15 questions which Otepka had allegedly typed out for Senate investigators to ask Reilly . At the time, these two men - Otepka and Reilly - were responsible for passing judgment on the loyalty, security and reliability of American diplomats.	303:317	116:332	investigator.n
1413	"That has not happened here. "" [ New York Times , 9/11/02 ] Oct 5 , 2002 : Congressional investigators say the FBI 's efforts to block their inquiry makes them skeptical of FBI assertions . They also say the Justice Department has joined the FBI in fighting congressional requests for information, while the CIA has been antagonistic. [ New York Times, 10/5/02 ] Oct 16, 2002: The CIA, FBI, and NSA all testify that no individual at their agencies has been punished or fired for any of the missteps surrounding the Sept. 11 attacks. [ Washington Post, 10/18/02 ] Oct 21, 2002: No more than six of the 19 hijackers were interviewed by US officials before being granted visas."	88:102	28:188	investigator.n
1414	But it was n't Uri who would disappoint us. The key to good science in this field is always to keep the experiment totally under the control of the investigators and to use blind and double-blind testing procedures wherever possible . Since one is dealing basically with subjective events, it 's generally more efficient to let the subject demonstrate what he or she does best, then design rigorous protocols that take advantage of the ability.	148:162	44:234	investigator.n
1415	International private detective and private investigator firm for private investigations ready to serve your private detective issue today. Leading International private detective and private investigator firm for all private investigations , we stand ready with any private detective or private investigator matter . Private detective - International Private Investigator - Private Investigations company.	296:309	140:317	investigator.n
1416	With funding from government and private industry, controlled clinical trials are under way, including the use of St. John&amp;#8217;s wort ( Hypericum perforatum ) as a treatment for depression, and omega-3 fatty acids ( fish oils ) as a mood stabilizer in bipolar depression. In addition , it is important for clinicians and investigators to account for any herbs or natural products being taken by their patients or research subjects that might interact with traditional treatments . Issues in Treatment The foregoing section has furnished an overview of the types and nature of mental health treatment.	327:341	278:486	investigator.n
1417	"The same "" search for Martin Bormann "" scam was also used to successfully discredit Ladislas Farago, another American journalist probing too far into the laundering of Nazi money. American investigators had to be sent anywhere but Holland . And so the Dutch connection remained unexplored until 1994 when I published the book "" The Secret War Against the Jews."	189:203	180:240	investigator.n
1418	The five conceptual reorderings we discerned among long-term residents of Garland were, I believe, a direct result of the catalyzing effects of the Chen Tao-news media partnership. They suggest that investigators of new religious movements should look into adaptation in host communities as well as NRMs , and that they pay special attention to the role of the mass media in this two-way process of adaptation . References AAP Newsfeed.	199:213	181:411	investigator.n
1419	This creates a Catch-22. The present , rejecting attitude restricts investigators to using simple tools , which are incapable of answering the questions skeptics demand be answered . Without these answers, no money will be spent on the required tools.	68:82	25:182	investigator.n
1420	Prior to that, he spent six years in the Inorganic and Structural Chemistry Group ( INC-4 ). There he was a section leader for inorganic chemistry and principal investigator on several research projects dealing with actinide coordination and organometallic chemistry , organometallic chemical vapor deposition , and technetium-99 chemistry . Link, Galicia receive QASR Award Security Lt. Steven Link and Officer Edgar Galicia have received Quality and Safety Recognition ( QASR ) Awards for fast response and quick thinking in rendering first aid and assistance to an injured fellow officer.	161:174	93:341	investigator.n
111	"Rather than comparing online learning with traditional higher education, how can we identify new models and talk about what is better rather than what is "" as good as ""? What are the important variables that create a rich online learning experience , one that makes real improvements in academic practice ? How can each of us learn from others approaches and borrow aspects that can be integrated into our own learning environments?"	217:222	170:306	rich.a
112	After visiting the beaches, drop by Anmyeon-eup where dense pine-tree forests grab tourists' attention. Trees on Anmyeondo used to be thick and lush to the extent of prompting a saying , Â¡Â°You can become rich with an axe.Â¡Â± But now only few trees are left due to reckless deforestation since the time of KoreaÂ¡Â¯s liberation from Japanese colonial rule . By looking at the vast Songim Forest it is easy to guess how dense these forests used to be.	206:211	104:359	rich.a
113	Nah, It 's Just The Offseason An article at the WAPO about declining talk show ratings has been drawing some attention around the blogosphere: What a difference an election makes. No , we 're not talking about the fortunes of a rich and powerful democracy . This is about talk radio.	228:233	180:257	rich.a
114	Meiji Dairies launches this functional ice cream followed by a series from Lotte Snow with collagen and CoQ10. Functional Foods and Drinks , Sports Drinks , Slimming , Supplements Functional foods : Glico launches this chocolate rich in GABA for its relaxing effect . Dietary fiber remains important both for gut regulation and to suppress absorption of sugar.	229:234	111:267	rich.a
115	The secretariat and its DG are not the WTO. Africas central problems in the WTO revolve around the imbalances and biases created by rich countries in the Uruguay Round Agreement ( URA ) . Africas problem lies in the inability of rich countries to genuinely make it an equal participant.	132:137	44:187	rich.a
116	With each passing decade the challenge intensifies. Today half the world 's population lives on less than $ 2 a day , 80 percent of the global population has only 20 percent of global GDP , and within each country there is a massive imbalance between rich and poor . And the challenge does not end there.	251:256	52:266	rich.a
117	Wagner did not stay long in Bavaria, because of opposition at Ludwig 's court, especially when it was known that he was having an affair with Cosima, the wife of the conductor Hans von BÃ¼low ( she was Liszt ' s daughter ); BÃ¼low ( who condoned it ) directed the Tristan premiere in 1865. Here Wagner , in depicting every shade of sexual love , developed a style richer and more chromatic than anyone had previously attempted , using dissonance and its urge for resolution in a continuing pattem to build up tension and a sense of profound yearning ; Act 2 is virtually a continuous love duet , touching every emotion from the tenderest to the most passionately erotic . Before returning to the Ring, Wagner wrote, during the mid-1860s, The Mastersingers of Nuremberg: this is in a quite different vein, a comedy set in 16th-century Nuremberg, in which a noble poet-musician wins, through his victory in a music contest - a victory over pedants who stick to the foolish old rules - the hand of his beloved, fame and riches.	364:371	290:671	rich.a
118	"If you can only attend one event this month, Gregg Thompson is the person to see. He brings an incredibly rich and diverse background that includes everything from executive coaching , learning &amp; development and management consulting , to senior operations roles , mixed with a masters in organizational development . I really look forward to hearing what he has to say about "" Mastering the Hairball "" of Leading Innovation."	106:111	82:321	rich.a
119	14.  Rich people manage their money well . Poor people mismanage their money well.	5:10	4:42	rich.a
120	"And while that may mean that the government leaders need to do something about debt relief, trade reform and increasing aid for things like vaccinations, most of the genuine transformation of the nation is more likely going to come as groups of Christians empower Africans to solve their own problems. I also think that it will probably take the "" sword "" of nations ( ala Rom 13 ) combined with the good news offered by the body of Christ to touch the hearts and change the ways of the "" rich Africans "" ( and rich Americans and other westerners , frankly ) to bring change . When I see a Malawian child, I am honored to have experienced partners like World Vision and local Malawians lead the way in teaching us how to respond."	511:516	302:576	rich.a
1611	"This effectively converts the "" clear statement "" rule into a "" discernible legislative intent "" rule - and even that understates the difference. The Court 's rejection of the floor statements of certain Senators because they are "" frankly partisan "" and "" cannot plausibly be read as reflecting any general agreement "" ante , at 17 , reads like any other exercise in the soft science of legislative historicizing , 1 undisciplined by any distinctive "" clear statement "" requirement . If it is a "" clear statement "" we are seeking, surely it is not enough to insist that the statement can "" plausibly be read as reflecting general agreement ""; the statement must clearly reflect general agreement."	372:377	146:484	soft.a
1612	I hated hospitals. Yet hearing the beeping of a heart monitor somewhere nearby , and the soft , but tinny tones of an intercom told me that was where I was . My eyes fluttered open to a white blur.	89:94	19:157	soft.a
1613	"It does not mean "" soft "" as a symptom of weakness, but as a manifestation of strength. Only the truly strong can be "" soft and yielding "" , for their strength comes from emptiness . The last line of the poem suggests that these qualitites bring power: The soft and supple will prevail."	119:124	88:182	soft.a
1614	I do n't happen to recommend the plastic tips. They are n't very soft and if you ( or someone blowing for you ) gets at them with their teeth , they scar easily and the scars are very rough on the lips . Although it is a courtesy to ask first, I have round it rather easy to straighten a pipe or punty.	65:70	47:203	soft.a
1615	I had been playing golf for about 8 years with my original set of irons; just a set of cheap clubs I... Read the full review Product Rating : Shaft Flex : Soft , forgiving and long -- very long by Herculaneum , Jul 29 ' 04 Pros : good distance , soft feel , very forgiving , stable at impact Cons : it takes time to adjust to added distance , pay attention to alignment. they 're straight ! If increased distance, a high, straight ball flight and smooth feel are your priorities you 'll want to consider these irons.	246:251	104:390	soft.a
1616	You may want to create a relaxed environment. For example , you could light the room with candles or put on some soft , romantic music . Although you may feel a little shy, let your partner know that you would like to experiment with some sexual activity.	113:118	46:136	soft.a
1617	Consumers may be surprised at the number of items in everyday use that have been manufactured in metric units for some time. These items are accepted with little difficulty and include photographic equipment , automobiles , computers , pharmaceutical products , wine and distilled spirits , and soft drinks . Also, our scientific and medical communities use metric units almost exclusively.	295:300	125:308	soft.a
1618	"Since returning to Uganda, he has been in charge of the U.V.R.I. 's immunology division. "" I am worried that the question of how to do the trials , and whether they can be done fairly and ethically , will overshadow the science itself , "" he said , in a soft British accent . "" There is an endless amount of talk--in the West, not here--about what kind of treatment all the volunteers should receive and whether it 's fair to use them."	254:259	89:275	soft.a
1619	It is precisely for these reasons that the small-scale technology concept has rapidly spread in popularity. Realizing the high rate of unemployment of the young graduates , the Punjab Government has introduced the scheme of awarding small-scale business loans on soft terms for self-employment of these young people . Oil expellers are in the approved list of industries to which these loans are offered by the Government.	263:268	108:317	soft.a
1620	So, until the issue is cleared up, it is recommended that infants sleep in properly designed, CPSC-approved cribs, with approved mattresses, with bedding material designed for infants, and without potentially hazardous materials such as bumpers, thick blankets, comforters, pillows, etc. Someone pointed out ( I do n't recall the reference ) that co-sleeping in other cultures differs considerably co-sleeping in the USA. Putting a baby into a double , queen , or king-sized bed , 2-3 feet off the floor , with a soft mattress , mattress pads , thick covers , blankets , pillows , comforters , etc... may be quite different from co-sleeping as practiced in Asian countries for example . It may well be the case that infant-parent co-sleeping can be safe when we know how to do it safely.	513:518	422:686	soft.a
