dataID	context	indices_target_token	indices_target_sentence	lemma
26120215_1974_09_29_01_351.tcf.xml-4-16	Rhythmisch und beschwingt ging es weiter mit der Schlasertanzgruppe des VEB Carl Zeiss Jena Einen echten Ohrwurm hatten sich die iungen Leute da ausgewählt. nämlich den S^ hl^fer.. Diese «!	105:112	0:189	Ohrwurm
26120215_1974_11_02_01_287.tcf.xml-18-1	. Ohrwürmern ', wie es bei uns heißt.	2:12	0:37	Ohrwurm
26120215_1981_12_22_01_078.tcf.xml-14-17	"Als Spitzenreiter rangiert der Italo-Western „Spiel mir das Lied vom Tod"" mit der berühmten „Ohrwurm"" -Musik"	93:100	0:108	Ohrwurm
26120215_1982_03_20_01_085.tcf.xml-11-18	"Musik und immer gute Laune"" zum Beispiel acht Streicher der Dresdner Staatskapelle zu Gast, die mit „Ohrwurm"	100:108	0:108	Ohrwurm
26120215_1982_04_30_01_337.tcf.xml-1-32	"Zum Tanz in den Mai wird morgen auch die bekannte Trommelpop-und Flötenrockgruppe „Schelmenquartett (Formation der Sonder-Masse, ausgezeichnet mit der „Kupfernen Saite"" und dem „Emaillierten Ohrwurm auf dem letzten Background-Ausscheid in Klein-Müllm) auf der Festwiese zwischen Blankenfelde und Schildow — rechts der F 96 aufspielen."	191:198	0:334	Ohrwurm
26120215_1982_09_25_01_107.tcf.xml-45-3	Werden die Lieder Ohrwürmer, klingelt auch die Kinokasse.	18:27	0:57	Ohrwurm
26120215_1983_04_14_01_329.tcf.xml-23-76	IIIUIII 23. ADril 1. Programm 7.55 Wir sprechen Russisch (Kl. 10) 12. Sendung 9.25 Aktuelle Kamera 10.00 Kinderfernsehen Hoppla! 10.30 Eishockey-Weltmeisterschaft Berichte vom Vortage 11.30 Eine Stunde Aufenthalt Film des Fernsehens der DDR 12.30 Nachrichten 12.35 Kulturmagazin 13.05 Sprungbrett Aller Anfang ist gar nicht so schwer 14.35 Nachrichten 14.45 K inderfernsehen (ab 6 Jahre) Flimmerstunde „Die goldene Gans 18.50 Pfiff 16.00 Die Todeswand bin ich Tschechoslowakischer Spielfilm 17.25 Nachrichten 17.35 Ohrwürmer.Made in DDR Schlager, Rock und Popmusik 18.05 Sport aktuell Ringen (klassisch): Eishockey-Weltmeisterschaft UdSSR— CSSR Fußball-Liga 19.00 Dominic (12) Englische Abenteuerserie 20.00 Klock 8, achtern Strom 21.30 12 Uhr mittags Spielfilm aus den USA 22.55 Aktuelle Kamera 23.10 Musikalische Begegnung Mihdi Constantinescu und seine Lieder 23.40 Nachrichten 2. Programm 14.55 Eishockey-Weltmeisterschaft UdSSR— CSSR 17.15 Von Quallen, Fischen und Korallen 18.00 Die Abenteuer des Grafen Benovsky (8) 19.00 Dixieland 19.30 Zehn rund(e) Jahre Heute: 1973 Rhythmen für junge Leute 20.00 Von Corleone nach Brooklyn Italienischer Spielfilm 22.00 Eishockey-Weltmeisterschaft UdSSR— CSSR Schweden — Italien 22.45 Liederbühne..Kalaharr	515:524	0:1250	Ohrwurm
26120215_1984_05_02_01_053.tcf.xml-34-24	Die Couplets gingen kaum ins Ohr, mitunter kämpften Text und Melodie ziemlich heftig gegeneinander (Komposition und musikalische Leitung: Klaus Feldmann) Ohrwürmer wurden gelegentlich von ganz Berlin gesungen Diesf Gefahr besteht hier nicht	154:163	0:240	Ohrwurm
26120215_1986_07_31_01_078.tcf.xml-8-3	"„Immergrüne"" Ohrwürmer ertönen, wie George Gershwins „I Got Rhythm"", Duke Ellingtons „Just Squeeze Me"" oder Irving Berlins.. Let Yourself Go""."	13:22	0:142	Ohrwurm
26120215_1987_08_18_01_335.tcf.xml-12-11	Der Text nicht ohne Bitterkeit, die Musik — fast ein Ohrwurm.	53:60	0:61	Ohrwurm
26120215_1987_12_31_01_267.tcf.xml-6-11	Neben Vater Johanns „Sperl-Galopp und Josefs „Plappermäulchen standen ausschließlich Ohrwürmer vom Sohn Johann auf dem Programm.	85:94	0:128	Ohrwurm
26120215_1990_02_22_01_082.tcf.xml-25-18	Wenn mir seinerzeit beim ersten Hören die Struktur des' musikalischen Materials noch wenig eingängig (im Sinne von Ohrwürmern) erschienen war, so muß ich nach dem zweiten Hören auch hier mein Urteil revidieren:	115:125	0:210	Ohrwurm
blumenbach_anatomie_1805-990-1	Im Ohrwurm ist der obere Magenmund inwendig mit einigen Zähnen in zwey Reihen besetzt.	3:10	0:86	Ohrwurm
blumenbach_anatomie_1815-1035-1	Im Ohrwurm ist der obere Magenmund inwendig mit einigen Zähnen in zwey Reihen besetzt.	3:10	0:86	Ohrwurm
blumenbach_naturgeschichte_1803-5233-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
blumenbach_naturgeschichte_1814-5476-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
blumenbach_naturgeschichte_1815-5519-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
blumenbach_naturgeschichte_1821-5626-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
blumenbach_naturgeschichte_1825-5793-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
blumenbach_naturgeschichte_1832-6008-5	1. †. Auricularia. der Ohrwurm, Oehrling, Ohrhöhler.	23:30	0:52	Ohrwurm
boelsche_liebesleben01_1898-6183-7	Sie bilden eine Insektengruppe, die den Ohrwürmern und Heuschrecken näher steht als den Käfern.	40:50	0:95	Ohrwurm
brehm_thierleben06_1869-25551-1	Großer Ohrwurm (Labidura gigantea) S. 496. — Gemeiner Ohrwurm (Forficula auricularia) S. 497. — Kleiner Ohrwurm (F. minor) S. 498.	7:14	0:130	Ohrwurm
brehm_thierleben06_1869-25551-10	Großer Ohrwurm (Labidura gigantea) S. 496. — Gemeiner Ohrwurm (Forficula auricularia) S. 497. — Kleiner Ohrwurm (F. minor) S. 498.	54:61	0:130	Ohrwurm
brehm_thierleben06_1869-25551-19	Großer Ohrwurm (Labidura gigantea) S. 496. — Gemeiner Ohrwurm (Forficula auricularia) S. 497. — Kleiner Ohrwurm (F. minor) S. 498.	104:111	0:130	Ohrwurm
brehm_thierleben06_1869-8065-76	Die Schnell-, Mord-, Raupenfliegen von der Gattung Tachina, um welche sich eine Anzahl anderer schaart, auch Tachinen genannt, gehören entschieden zu den wichtigsten aller Fliegen, zu jenen kleinen und sicheren Wächtern, welche die Natur schuf, um der Störung des Gleichgewichts in ihrem unendlich gegliederten Haushalte entgegen zu treten, indem ihre Larven als Schmarotzer, meist mehrere auf einmal in anderen Jnsektenlarven, in denen von Blattwespen, Ohrwürmern, Käfern, vorherrschend jedoch in Schmetterlingsraupen leben und deren allzugroßer Vermehrung vorbeugen.	454:464	0:568	Ohrwurm
brehm_thierleben06_1869-9854-2	Der große Ohrwurm (Forficula oder Labidura gigantea) von fünf bis zehn Linien Länge mag uns hier im Bilde eine kleine über die ganze Erdoberfläche verbreitete Gruppe vergegenwärtigen, welche englische Forscher zu einer eignen Ordnung erhoben wissen wollen, während Leute, welche es nicht besser verstehen, Käfer daraus machen möchten.	10:17	0:334	Ohrwurm
brehm_thierleben06_1869-9873-5	So hat man beim großen Ohrwurm auf die abgebildete Form der männlichen Zange und den Zahn hinter ihrer Mitte Rücksicht zu nehmen.	23:30	0:129	Ohrwurm
brehm_thierleben06_1869-9880-11	Dem Kinde wird der Genuß der Beeren verleidet, wenn ein Ohrwurm nach dem andern aus dem Dunkel der dicht gedrängten Weintrauben herausspaziert; die Köchin wirft entrüstet den Blumenkohl von sich, wenn beim Abputzen und Zergliedern des Kopfes das braune Ungethüm mit seinen drobenden Zangen an das Tageslicht kommt.	56:63	0:314	Ohrwurm
brehm_thierleben06_1869-9898-7	Noch eine dritte Art, der kleine Ohrwurm (Forficula minor) kommt ebenfalls in ganz Europa, aber seltener vor, und wird seiner geringen Länge von 3 Linien wegen häufig übersehen.	33:40	0:177	Ohrwurm
brehm_thierleben06_1869-9905-3	Wenn dieser kleine Ohrwurm keine abweichenden Gewohnheiten hat, so bedeuten sonach die abendlichen Flüge der größeren Arten nicht den Anfang ihrer Lebendigkeit, sondern das Ende derselben und man dürfte sie nicht den nächtlichen Thieren beizählen, obschon sie bei Tage das Licht scheuen.	19:26	0:287	Ohrwurm
carus_zoologie_1872-6097-29	Zu der ersten Gruppe der sich verwandelnden Formen, welche durch das Fehlen jener ruhenden Puppe ausgezeichnet ist, werden die Libellen, Wanzen, Grillen, Heuschrecken und Ohrwürmer gebracht.	171:180	0:190	Ohrwurm
druskowitz_religionsersatz_1886-614-18	es giebt für sie keinen Uebergang in eine höhere Ordnung, so wenig wie die Ameise und der Ohrwurm am Ende ihrer Erdenbahn zur Gottesverwandtschaft und Ewigkeit emporsteigen.“	90:97	0:174	Ohrwurm
moltke_zustaende_1841-3780-9	Aber auch an garstigem Gewürm, an Taranteln, Ohrwürmern und Schlangen, fehlte es nicht; die Schildkröte schob sich schwerfällig durch das Gras, und Tausende von Johanniswürmchen funkelten in der Finsterniß.	45:55	0:206	Ohrwurm
paul_titan01_1800-265-59	Dabei ist der Reichskörper wie das erste Princip der Moral oder wie Jungfernerde sehr unauflöslich; ja gesetzt, einer von uns nähme ein Churschwerdt und schnitte ihn damit wie einen Ohrwurm entzwei, so würde sich die gezähnte Hälfte eben wie der gespaltene Ohrwurm umkehren und den Hinterrest rein aufspeisen — und dann wäre ja der gesammte verknüpfte Ohrwurm wieder da und satt dazu.	352:359	0:384	Ohrwurm
vogt_briefe01_1851-6563-3	A Von dem Ohrwurme (Forficula); B von einer Heuschrecke (Locusta); C vom Hirschkäfer (Lucanus); D von einer Baumwanze (Pentatoma). a Hirnknoten. b Fühlernerven. c Augennerven. d Brustknoten. e Hinterleibsknoten.	10:18	0:211	Ohrwurm
vogt_briefe01_1851-7235-1	Die Ohrwürmer sind sehr unschädliche Thiere, die gern dunkle Schlupfwinkel aufsuchen, sich von Früchten, süßen Pflanzensäften nähren und erst Abends lebhaft werden.	4:13	0:164	Ohrwurm
vogt_briefe02_1851-7019-780	Mus decumanus II. 404. Musca I. 595. 607. Musca vomitoria I. 539. 598. Muschelkrebse I. 422. 438. Muschelmilbe I. 494. Muschelthiere I. 274. Muscicapa albicollis II. 333. Muscicapida II. 333. Muscida I. 605. Muscipeta II. 333. Muscivora II. 342. Musophaga II. 347. Mustella vulgaris II. 496. Mustelida II. 496. Mustelus II. 99. 119. Mutilla I. 703. Mutillida I. 702. Mützenschnecken I. 345. 360. Mya I. 312. Mycetes II. 531. 532. Mycetobia I. 614. Mycetocharis I. 664. Mycetophagi I. 653. Mycetophilus I. 614. Mycteria II. 369. Mycteriden I. 653. Mycterus I. 653. Mydas I. 612. Mydasida I. 612. Mydaus II. 497. Mygale I. 402. 487. 489. Mygale caementaria I. 510. Mygale moschata II. 395. Mygalida I. 509. Myiothera brachyura II. 341. Mylabris I. 663. Myletes Hasselquisti II. 150. Myliobatida II. 116. Nyliobatis II. 117. Mylodon II. 484. Myogale moschata II. 501 504. Myopotamus II. 518. Myoxida II. 522. Myoxus nitela II. 522. Myriapoda I. 402. 482. Myripristis II. 172. Myrmecobius II. 444. Myrmecophaga II. 482. Myrmecophila I. 582. Myrmeleon I. 557. Myrmeleon punctatus I. 639. Myrmeleontida I. 639. Myrmica I. 703. Myrmosa I. 703. Myrpa I. 607. Mysida I. 455. Mysis I. 456. Mystacida I. 638. Mystriosaurus II. 283. Myletes II. 151. Mytilida I. 308. Mytilus edulis I. 295. 308. Myxine II. 74. 106. 107. Myxinida II. 106. Myzostomida I. 436. Myzostomum I. 436. N. Nabis I. 574. Nachenthierchen I. 99. Nachtaffen II. 527. Nachtpfauenauge, kleines I. 627. Nachtraubvögel II. 352. Nachtschmetterlinge I. 622. Nachtschwalben II. 346. Nacktaugen II. 270. Nacktzähner II. 146. Nadelschnecken I. 346. 360. Nager II. 432. Nagethiere II. 511. Naje haje II. 260. Najades I. 308. Naidida I. 230. Nais proboscidea I. 230. Napfschnecken I. 345. 360. Narcine II. 117. Nardoa II. 263. Narke II. 117. Narwal II. 451. Naseus II. 177. Nasenschrecke I. 584. Nashörner II. 464. Nashornkäfer I. 667. Nashornvögel II. 344. Nassa I. 351. Nassula I. 98. Nassulina I. 98. Nasua II. 499. Nasuta II. 460. Natantia I. 215. Natatores II. 357. Natschez II. 562. Natter II. 234. Nattern II. 261. Naucoris I. 572. Naucrates II. 180. Nautilida I. 383. 385. Nautilus I. 365. 366. 369. Navicella I. 351. Nebalia I. 443. Nebria I. 674. Necrobia I. 658. Necrophorus I. 554. Necrophorus vespillo I. 669. Nectarinia II. 337. Necydalida I. 660. Necydalis I. 660. Neger II. 384. 558. Negrito’s II. 559. Nelkenwürmer I. 195. Nematelmia I. 174. 175. Nematoidei I. 181. Nemertida I. 209. Nemertina I. 207. Nemestrina longirostris I. 610. Nemocera I. 613. Nemoptera I. 641. Nemosia II. 335. Nemotelus I. 609. Nemura I. 590. Neophron II. 354. Nepa I 538. 573. Nephrops I. 460. Nepida I. 572. Nereida I. 240. Nereis I. 174. 217. 235. 240. Nerita sanguinea I. 351. Neritida I. 351. 360. Neritina I. 351. Nerocilus I. 480. Nesthocker II. 327. 328. Nestkäfer I. 669. Netzflügler I. 557. 636. Neunaugen II. 107. Neuntödter II. 333. Neuroptera I. 557. 636. Neusticurus II. 274. Nicothoë I. 434. Nierenfeder I. 125. Nilhecht II. 65. Nilhechte II. 153. Nilkrokodil II. 287. Nilpferd II. 394. 456. 463. Nirmida I. 561. Nirmus I. 562. Nitidula I. 669. Nitidulida I. 669. Noctua I. 626. II. 353. Noctuella I. 625. Noctuida I. 625. Nodosaria I. 84. Nogagus I. 434. Nomada I. 700. Norops II. 282. Notacantha I. 609. Notacanthida II. 181. Notacanthus nasus II. 182. Notagogus II. 134. Noterus I. 673. Nothosaurida II. 285. Nothosaurus II. 285. Nothosomus II. 133. Notidanida II. 119. Notidanus II. 40. 75. 109. 114. 119. Notonecta glauca I. 572. Notonectida I. 572. Notopoda I. 465. Notornis II. 367. Nubier II. 569. Nucleolites I. 167. Nucula I. 310. Numenius II. 367. Numida II. 372. Nummuliten I. 84. Nußigel I. 167. Nyctereutes II. 495. Nycteribia Westwoodi I. 603. Nycteribida I. 603. Nycteris II. 508. Nycteus I. 657. Nyctibius II. 346. Nycticebida II. 527. Nycticebus II. 527. Nycticorax II. 369. Nyctiornis II. 343. Nyctipithecus II. 532. Nymphalis Jasius I. 547. 620. 629. Nymphon I. 496. Nysson I. 698. O. Obesa II. 463. Obisida I. 511. Obisium I. 512. Oblata II. 175. Oceania I. 136. Oceanida I. 136. Octalinia I. 122. Ochsen II. 480. Ochsenbremse I. 595. 612. Octodon II. 521. Octopodida I. 390. Octopus I. 361. 362. 371. 391. 392. Oculinida I. 120. Ocydromia I. 611. Ocypoda I. 472. Ocyptera I. 607. Odacantha I. 674. Odax II. 167. Odonata I. 592. Odontaspis II. 119. Odontopleura I. 448. Odontopleuriden I. 448. Odynerus I. 698. 699. Oecipoda I. 584. Oecistes I. 215. Oecophorus I. 623. Oedalea I. 611. Oedemagus I. 605. Oedemera I. 664. Oedipus II. 220. Oestrida I. 604. Oestrus equi I. 604. Oethra I. 471. Ogygia I. 447. Ogygiden I. 447. Ohnedornen II. 160. 189. Ohrenqualle I. 132. 136. Ohrrobben II. 490. Ohrschnecken I. 356. Ohrwurm I. 532. Ohrwürmer I. 579. Oidemia II. 361. Oleniden I. 448. Olenus I. 448. Oletera I. 510. Olfersia I. 604. Oliva I. 347. Omalisus I. 657. Omalius I. 670. Omophron marginatum I. 674. Onager II. 468. Onagga II. 468. Onchidida I. 355. Onchidium I. 356. Oniscida I. 481. Oniscus I. 405. 478. 481. Onthophagus I. 666. Onychocephalus II. 265. Onychotheutis I. 389. Opalinida I. 94. Opatrum I. 664. Ophicephalus II. 186. Ophidia II. 251. 252. Ophidida II. 161. Ophidium II. 161. Ophiocoma I. 159. Ophiodes II. 272. Ophiolepis I. 159. Ophion I. 691. Ophiops II. 274. Ophisaurus II. 273. Ophisurus II. 158. Ophiura I. 159. Ophiurida I. 159. Ophrydina I. 95. Ophrydium I. 96. Opilionida I. 505. Opis I. 311. Opisthobranchia I. 337. Opisthocomida II. 346. Opisthocomus II. 346. Opistognathus II. 184. Oplotherium II. 466. Orbicula I. 290. Orbiculida I. 290. Orcetochilus I. 672. Orchesella I. 563. Orchestia I. 477. Orcynnus II. 179. Orgelkorallen I. 122. Orgyia I. 627. Oribates I. 504. Oribatida I. 503. Oriolus II. 339. Orneodes hexadactyla I. 622. Ornithobia I. 604. Ornithomyia viridis I. 603. Ornithopterus II. 284. Ornithorhynchida II. 436. Ornithorhynchus II. 389. 434. Orodus II. 118. Orsodacne I. 660. Ortalis I. 606. Orthagoriscida II. 147. Orthagoriscus mola II. 147. Orthis I. 291. Orthoceratites I. 386. Orthoconcha I. 306. Orthoptera I. 556. 575. Ortygis nigrifrons II. 373. Orycteropus capensis II. 481. Oryctes nasciornis I. 667. Osagen II. 562. Oscines II. 315. 328. Osenanti’s II. 564. Osmerus II. 156. Osmia I. 658. 700. 701. Osmia muraria I. 554. Osphromenus II. 187. Osseten II. 570. Osteoglossum II. 154. Osteolepis II. 132. Ostracida II. 145. Ostracion II. 36. 145. Ostracoda I. 422. 438. Ostrea edulis I. 294. 303. Ostreida I. 303. Otaria II. 490. Otion I. 427. Otis II. 370. Otocyon II. 495. Otodus II. 69. 119. Otolicnus II. 527. Otolithus maculatus II. 173. Ottern II. 258. 250. 497. Otus II. 353. Ouistiti II. 530. Ovibos II. 480. Ovis II. 480. Ovula I. 348. Ovulida I. 347. 360. Oxycera I. 609. Oxyporus I. 670. Oxyrhina II. 119. Oxyrhyncha I. 469. Oxyrhynchus I. 470. Oxystomata I. 470. Oxytelus I. 670. 698. Oxytrichina I. 99. Oxyuris I. 183. 184. Ozodura II. 147. P. Pacca II. 391. Pachycephala II. 334. Pachycormus II. 138. Pachydermata II. 431. 455. Pachygaster I. 609. Pachymeris I. 575. Pachysoma II. 510. Pachyterium II. 483. Pactolus I. 465. Padoa II. 367. Pagellus II. 175. Pagrus II. 175. Pagurida I. 463. Pagurus Bernhardus I. 463. Paläaden I. 422. 444. Palaecyon II. 498. Palaemon I. 404. 414. 459. Palaeomeryx II. 478. Palaeoniscida II. 188. Palaeoniscus II. 36. 41. 132. Palaeorhynchum II. 180. Palaeosaurida II. 275. Palaeosaurus II. 276. Palaeotherida II. 462. Palaeotherium magnum II. 462. Palamedea II. 370. Palapteryx II. 377. Palea II. 84. 92. Palinurus I. 403. 461. Palinurida I. 461. Palmenkäfer I. 652. Paludicella I. 253. Paludina I. 336. 345. Paludinida I. 345. Pandarida I. 434. Pandarus I. 434. Pangonia I. 612. Panops I. 611. Panorpa aegyptiaca I. 640. Panorpida I. 637. 640. Panzerechsen II. 251. 286. Panzerganoiden II. 123. 124. 188. Panzerwangen II. 169. 189. Panzerwelse II. 148. Panurgus I. 700. 701. Papageien II. 347. Papierboot I. 364. 391. Papierwespe I. 698. Papilio Arjuna I. 632. Papilio Machaon I. 620. 631. Papilionida I. 631. Papuas II. 559. Paradiesvögel II. 339. Paradisea apoda II. 338. Paradoxides bohemicus I. 448. Paradoxurus II. 496. Paralepis II. 156. 181. Paramecium I. 85. 98. Parasita I. 421. 428. Pardalotus II. 337. Parnassius I. 632. Parnopes I. 693. Parnus I. 671. Parra chirurgus II. 366. Parthenope I. 470. Parus major II. 334. Pastinaken II. 117. Patella I. 342. 343. Patellida I. 342. 360. Pavian II. 384. 523. Pavo II. 372. Pecten opercularis I. 304. Pectinaria I. 236. Pectinida I. 304. Pectunculus I. 277. 310. Pedetes II. 517. Pediculata II. 185. Pediculida I. 561. Pediculus capitis I. 561. Pedum I. 305. Pegasus II. 144. Peitschenwurm I. 184. Pelagia I. 104. Pelagia noctiluca I. 134. 136. Pelagius II. 489. Pelagosaurus II. 288. Pelamis II. 259. Pelates II. 171. Pelecanus II. 363. Pelecinus I. 692. Pelecus II. 152. Pelegus II. 152. Pelias berus II. 259. Pelikan II. 362. Pelobates II. 224. Pelopius I. 673. Pelopaeus I. 697. Pelops I. 504. Pelor II. 170. Peltis I. 669. Peltocephalus II. 293. Pelzflatterer II. 510. Pelzkäfer I. 668. Pemphix I. 461. Pemphredon I. 698. Penella I. 431. Penellida I. 431. Penelope II. 374. Penelopida II. 374. Peneus I. 459. Peniculus I. 432. Pennatula I. 125. Pennatulida I. 124. Pentacriniden I. 156. Pentacrinus europaeus I. 153. 157. Pentacta I. 169. Pentactinia I. 121. Pentamera I. 650. Pentamerus I. 291. Pentastoma I. 500. Pentatoma I. 532. 556. 564. 575. Pentatomida I. 575. Pentonyx II. 293. Pepsis I. 697. Perameles II. 444. Perca fluviatilis II. 34. 38. 58. 171. Percida II. 170. 189. Perdrix II. 373. Peridinida I. 94. 100. Peridinium I. 94. Perilampus I. 690. Periophthalmus II. 184. Peripatus I. 240. Peristedion II. 170. Perla I. 546. 590. Perlboote I. 383. 385. Perlenmuscheln I. 307. Perlida I. 590. Perna I. 305. 306. Peropoda II. 262. Perser II. 570. Peruaner II. 562. Petaurus II. 443. Petermännchen II. 172. St. Petersfisch II. 179. Petricola I. 311. Petromyzida II. 107. Petromyzon II. 43. 72. 105. 10	4688:4695	0:9944	Ohrwurm
