dataID	context	indices_target_token	indices_target_sentence	lemma
26120215_1982_05_13_01_282.tcf.xml-11-110	Wir sind 20 Millionen 16.55 Nachrichten Sowjetischer Spielfilm Friedensfahrt 1982 16.55 Nachrichten 17. 00 Klasse) Zum 60. Geburtstag 11.00 Forscher auf der Fernsehfilm nach dem 11.30 Nachrichten (Tagesbericht von der 16.55 Nachrichten 17.00 Wie war s' der Herings weide Buch „Das illegale 17.35 Sport aktuell 12. Etappe) 11.00 Brummkreise 11.30 Friedensfahrt 1982 Pionierorganisation 17.30 Friedensfahrt 1982 Gebietskomitee DDR-Fußball-Ober-Fußball-Panorama Sendung für Zielankunft 8. Etappe „W. I. Lenin Zielankunft 9. Etappe arbeitet liga 18.35 Gewinnzahlen Vorschulkinder 11.45 Exkursion 17.30 Halbze 17.45 Auf „eine runde halbe von A. F. Fjodorow Friedensfahrt 1982 19.00 Tele-Lotto 17.30 Friedensfahrt 1982 Rund um die Uhr Intermezzo zwischen Stunde „Knotenpunkt Kowel (Tagesbericht von der 20.00 Polizeiruf 110 Zielankunft 7. Etappe 18.10 Verkehrskompau zwei Sport -Sonntagen 18.15 Unser Opa ist der 18.45 Programmvorschau 11. Etappe)	757:768	0:941	Knotenpunkt
26120215_1985_08_08_01_180.tcf.xml-27-1	Ein Knotenpunkt fürs Umsteigen von einer Nachtlinie auf die andere ist beispielsweise am U-Bahnhof Maedalenenstraße in Lichtenberg, in der Bahnhof-/ Ecke Lindenstraße in Köpenick und in der Berliner/ Ecke Johannes-R. -Becher-Straße in Pankow.	4:15	0:242	Knotenpunkt
26120215_1989_01_09_01_036.tcf.xml-43-4	Eine Straßenbrücke über den Knotenpunkt Edisonstraße — 423 Meter lang — wird es künftig ermöglichen, daß die Straßenbahn, die einen gesonderten Gleiskörper erhält, zügiger über die Kreuzung kommt und der Verkehr in alle Richtungen flüssiger rollen kann.	28:39	0:253	Knotenpunkt
bluntschli_voelkerrecht_1868-505-6	Es fanden sich da wie in Knotenpunkten des Weltverkehrs die Diplomaten der verschiedenen Staten zusammen und fingen an, als sogenannte diplomatische Körper sich als völkerrechtliche Genossenschaften zu fühlen.	25:38	0:209	Knotenpunkt
lehnert_seehaefen01_1891-13281-14	Den Verkehr Londons mit allen Theilen Englands und Schottlands vermitteln 11 Eisenbahnlinien, deren Knotenpunkt die Hauptstadt bildet.	100:111	0:134	Knotenpunkt
ludwig_physiologie01_1852-2025-67	— Um die harmonische Zusammenfügung der Muskeln, ihr Zusammengreifen zu bestimmten Bewegungen in Folge der Reflexe zu erläutern, setzt man voraus, es sei dieser letztere nur möglich an Orten, in denen die den einzelnen Muskeln entsprechenden Nerven, in einer gewissen Ordnung zusammengefasst seien, indem man sich den motorischen Theil des Rückenmarks vorstellt als eine sehr vielfache Verschlingung von Röhren, deren Knotenpunkte in passender Art auf die sensiblen aufgereiht sind.	418:430	0:482	Knotenpunkt
ludwig_physiologie01_1852-2873-59	— Die Knotenpunkte sind analog denjenigen Punkten, die wir an einer einfachen Linse ebenfalls Knotenpunkte der Richtungsstrahlen und an der einfachen brechenden Fläche den Kreuzungspunkt der Achsenstrahlen (den Krümmungsmittelpunkt) nannten, und endlich sind die Hauptpunkte zwei Punkte, welche den Knotenpunkten coordinirt sind, indem sie voneinander eben so weit entfernt liegen, als die Knotenpunkte und der vorderste Hauptpunkt von dem vorderen Hauptbrennpunkt genau so weit absteht, als der hintere Knotenpunkt von dem hintern Hauptbrennpunkt.	390:402	0:548	Knotenpunkt
marx_kapital01_1867-9505-91	Da der Mehrwerth ein jährliches Produkt des Kapitals ist, da er dem Originalkapital jährlich ein Increment zusetzt, da diess Increment selbst jährlich wächst mit dem jährlich zunehmenden Umfang des bereits in Funktion begriffenen Kapitals, und da endlich, unter besonderem Sporn des Bereicherungstriebs, wie z. B. Oeffnung neuer Märkte, neuer Sphären der Kapitalanlage in Folge neu entwickelter gesellschaftlicher Bedürfnisse u. s. w., die Stufenleiter der Accumulation plötzlich ausdehnbar ist durch bloss veränderte Theilung des Mehrwerths oder Mehrprodukts in Kapital und Revenue, so treten hier Knotenpunkte ein, wo das Wachsthum der Arbeitskraft oder der Arbeiteranzahl überflügelt wird von den Accumulationsbedürfnissen des Kapitals, und daher der Preis der Arbeit steigt.	599:611	0:778	Knotenpunkt
mohr_fachwerk02_1875-128-9	Denn bezeichnet man die Werthe von u für den Knotenpunkt C mit u1 und für den Knotenpunkt D mit u2, so erzeugt die Belastung P des Knotenpunktes D Spannungen der Konstruktionstheile von der Grösse [Formel] also elastische Längenänderungen [Formel] und in Folge dessen eine Durchbiegung des Knotenpunktes C von der Grösse:	45:56	0:321	Knotenpunkt
mohr_fachwerk02_1875-154-31	Man nehme an, es seien die sämmtlichen Mittelstützen beseitigt (Figur 40, Blatt 615) und der auf seinen Endstützen A und B ruhende gewichtlose Träger sei in demjenigen Knotenpunkte C, welcher mit der ersten Mittelstütze in Berührung stand, mit einem Gewichte R belastet.	168:180	0:270	Knotenpunkt
mueller_festigkeitslehre_1886-1881-15	— Σ S Δ s leisten; sodann setzen wir voraus, dass an jedem Knotenpunkte Gleichgewicht besteht und keine Kraft unendlich gross wird.	59:71	0:131	Knotenpunkt
mueller_festigkeitslehre_1886-210-2	Die unteren Knotenpunkte liegen auf einer Parabel, deren Pfeil = 2,5m ist; die obere Gurtung ist geradlinig; Höhe der Endvertikale = 3m.	12:24	0:136	Knotenpunkt
mueller_festigkeitslehre_1886-294-9	Sind insbesondere die Verschiebungen des ersten und des letzten Knotenpunktes (o und n) der Gurtung gleich Null, wie dies in der Fig. 14 a vorausgesetzt worden ist, so ist der Balken A' B' ein einfacher, d. h. an den Enden frei aufliegender.	64:77	0:241	Knotenpunkt
mueller_festigkeitslehre_1886-303-5	Will man die Senkungen der Knotenpunkte C, D, E, F der oberen Gurtung einer Mittelöffnung eines kontinuirlichen Balkens bestimmen (Fig. 15), so betrachte man das Polygon A C D E F B als obere Gurtung und die Stützpunkte A und B, deren Verschiebungen stets gegeben sind, beziehungsweise als Anfangs-und Endknotenpunkt.	27:39	0:317	Knotenpunkt
mueller_festigkeitslehre_1886-444-21	Soll nun die Einflusslinie für X unter der Voraussetzung ermittelt werden, dass eine Lasteinheit P der Reihe nach in sämmtlichen Knotenpunkten der unteren Gurtung A B angreift, so müssen die durch die Ursache X = 1 hervorgerufenen Spannkräfte S', sowie das Biegungspolygon der Gurtung A B für diesen Spannungszustand bestimmt werden.	129:142	0:333	Knotenpunkt
mueller_festigkeitslehre_1886-490-17	Eine in dem Knotenpunkte A1 und im Sinne A1 B1 angreifende Kraft „Eins“ verschiebt einen Knotenpunkt A2 im Sinne A2 B2 um eine Strecke, welche ebenso gross ist wie die Verschiebung, welche der Knotenpunkt A1 im Sinne A1 B1 erfährt, sobald im Punkte A2 und im Sinne A2 B2 eine Kraft „Eins“ angreift.	89:100	0:298	Knotenpunkt
mueller_festigkeitslehre_1886-551-15	Die über den Träger wandernde Last P = 1 greife der Reihe nach in sämmtlichen Knotenpunkten der oberen Gurtung an.	78:91	0:114	Knotenpunkt
mueller_festigkeitslehre_1886-592-16	1) ein Momentenpolygon A '' R B '' zu zeichnen, entsprechend den durch die Knotenpunkte m der unteren Gurtung gehenden Lasten [Formel]	75:87	0:134	Knotenpunkt
rein_japan01_1881-1660-24	Der 2500 Meter hohe Tokachi-dake an den Quellen des Tokachi (43 ° 48' N. und 143 ° 10' O. Gr.) ist der Knotenpunkt, von dem aus nach allen Himmelsrichtungen die grossen Flüsse des Landes, zum Theil, wie der Ishikari, in auffallend gewundenem Laufe, dem Meere zueilen.	103:114	0:267	Knotenpunkt
schubert_naturwissenschaft_1808-2638-7	Es sind diese aber nicht blos den Knotenpunkten der Bahn des Mercur auf der Ebene des Sonnenäquators (136 und 316) nahe, sondern noch näher, und fast genau jener Punkt, wo das Mittel aus den Apsidenpunkten der Pallas und Ceres, welche, wie wir sahen, auch in allen andren Verhältnissen als das erste (Doppel) Glied der 2ten Reihe, dem Mercur in der ersten entsprachen, hinfällt.	34:47	0:378	Knotenpunkt
treitschke_geschichte01_1879-10728-61	Die erste Nachricht von den Gefechten bei Charleroi ließ er unbeachtet, da er dort nur einen Theil der Armee Napoleons vermuthete; und auch als er endlich am Abend des 15. von Brüssel aus, einen ganzen Tag später als Blücher, die Concentration seiner Armee anordnete, befahl er nicht einfach den Linksabmarsch des gesammten Heeres nach dem wichtigen Knotenpunkte Quatrebras, wo die Straßen von Charleroi und Namur nach Brüssel zusammentrafen und eine Vereinigung mit den Preußen möglich war, sondern gab seinen Corps die Richtung auf die fünf Meilen lange Linie von Enghien im Westen über Nivelles nach Genappe im Osten, so daß die englische Armee nur mit ihrer äußersten Linken die Straße nach Charleroi berührte.	350:362	0:714	Knotenpunkt
valentin_entwicklungsgeschichte_1835-6748-32	Während in dem Jejunum und Ileum jede zottenförmige Umkleidung der oberen Lage einer wahren Zotte der unteren Lage entspricht, so ist dieses in den dikken Gedärmen nur bei den in den Knotenpunkten befindlichen Zotten der Fall.	183:196	0:226	Knotenpunkt
vischer_aesthetik030201_1852-237-57	Diese Bewegung, die Bötticher (Tektonik der Hellenen) uneigentlich, aber schön eine Entwicklung des im Stoffe latenten Lebens nennt und die sich allerdings namentlich in der Raum-öffnenden Stütze und der scheinbar schwebenden Last ansammelt, wird sich aber über das Ganze erstrecken; die Haupt-Massen werden einander entgegenzusteigen und entgegenzusinken, dann sich in Knotenpunkten anzusammeln, in das Breite auseinanderzugehen und wieder in die Einheit zusammenzufließen scheinen.	370:383	0:483	Knotenpunkt
vischer_aesthetik030204_1857-1437-18	Das Wesen der Polyphonie ist hierin freilich beinahe ganz zurückgetreten, indem die verschiedenen Stimmen nur an einzelnen Knotenpuncten, nämlich in den Takten, in welchen sie einander ablösen, vorübergehend gleichzeitig ertönen; ja selbst dieses Letztere kann fehlen, und die streng polyphone Form ist daher hier, wo es sich um größere melodische Sätze oder um ganze Melodieen handelt, nur die Verflechtung, welche die selbständigen Sätze nicht mit einander abwechseln, sondern zusammentönen und sie doch in ihrer Selbständigkeit sich behaupten läßt.	123:136	0:551	Knotenpunkt
wundt_medizinische_1867-1513-1	Die Knotenpunkte schwingender Saiten lassen sich leicht ermitteln, indem man an verschiedenen Stellen leichte Körperchen, z. B. Holzsplitterchen, Papierstücke, auf die Saite legt.	4:16	0:179	Knotenpunkt
wundt_medizinische_1867-4089-20	Was die verschiedenen Linsenformen betrifft, so ist leicht ersichtlich, dass bei der biconcaven Linse die beiden Haupt-oder Knotenpunkte dieselbe Lage besitzen wie bei der biconvexen.	124:136	0:183	Knotenpunkt
wundt_medizinische_1867-4731-41	Für ein zusammengesetztes optisches System von der Beschaffenheit des Auges erhalten wir demnach sechs optische Cardinalpunkte, mittelst deren sich nach den in §. 151 gegebenen Regeln unter Berücksichtigung der leicht zu übersehenden Modificationen, welche das Auseinanderfallen der Haupt-und Knotenpunkte bedingt, der Gang der Lichtstrahlen verfolgen lässt.	293:305	0:358	Knotenpunkt
wundt_medizinische_1867-4736-4	4) der zweite Knotenpunkt: 0,3602 Mm. vor der Hinterfläche der Linse;	14:25	0:69	Knotenpunkt
