dataID	context	indices_target_token	indices_target_sentence	lemma
2532889X_1965-09-18_01_056.tcf.xml-21-34	Er vollendete seine Attacke mit einem Satz, in dem Nazijargon als.volkstümlicher Sprachgebrauch bezeichnet wirdr.. Es ist nicht uninteressant, daß im Zusammenhang mit den Intellektuellen lm volkstümlichen-Sprachgebrauch die Wörtchen. zersetzend ' und. entwurzelnd ' immer wieder auftauchen.	234:244	0:290	zersetzen
2532889X_1968-10-26_01_124.tcf.xml-94-17	"Das zu reichliche „Futter"" sank jedoch ab, weil es nicht gefressen bzw. von Bakterien zersetzt wurde und reicherte sich deshalb am Meeresboden an."	86:94	0:146	zersetzen
2532889X_1969-04-19_01_193.tcf.xml-2-20	Wissenschaftlern des Instituts für Mikrobiologie der texanischen Rutgers-Universität soll es nunmehr gelungen sein, Pilze zu züchten, die Gummi zersetzen.	144:153	0:154	zersetzen
2532889X_1972-09-23_01_175.tcf.xml-5-16	Sie schlugen vor, in das Flöz durch Bohrlöcher Bakterien einzudrücken, die das eingeschlossene Methan zersetzen und es in Kohlendioxid und Wasser spalten.	102:111	0:154	zersetzen
2532889X_1973-07-12_01_153.tcf.xml-60-34	Sie unternimmt den untauglichen Versuch, zwischen den sozialistischen Ländern zu differenzieren, Mißtrauen zwischen ihnen zu säen und das feste Bündnis der sozialistischen Bruderländer sozusagen durch eine Sonderbehandlung Jedes einzelnen von ihnen zu zersetzen.	252:261	0:262	zersetzen
2532889X_1976-11-13_01_450.tcf.xml-16-15	Ein Rest schließlich erreicht den Grund des Gewässers, wo er unter Mitwirkung von Sauerstoff zersetzt wird.	93:101	0:107	zersetzen
2532889X_1984-10-27_01_180.tcf.xml-1-11	Bakterien, die in relativ kurzer Zeit bei Havarien ausgeflossenes Erdöl zersetzen können, sind im westsibirischen Forschungsinstitut für geologische Erkundungen gezüchtet worden.	72:81	0:178	zersetzen
2532889X_1986-04-05_01_411.tcf.xml-34-14	Klärschlamm muß eine bestimmte Konsistenz aufweisen, bevor er in den Faultürmen effektiv biologisch zersetzt werden kann.	100:108	0:121	zersetzen
2532889X_1987-10-24_01_365.tcf.xml-5-1	Sie zersetzen sich an der Luft bei einer Temperatur von 240 °C.	4:13	0:63	zersetzen
26120215_1968_11_26_01_253.tcf.xml-4-17	"Er las es und meinte erbost, das sei ja dazu angetan, die „Wehrkraft zu zersetzen""."	72:81	0:83	zersetzen
26120215_1973_07_08_01_244.tcf.xml-2-4	Mikroorganismen, die Erdölprodukte zersetzen und damit der Verschmutzung der Meere entgegenwirken, sind im sowjetischen Laboratorium für Sanitärmikrobiologie in Sewastopol gezüchtet und vermehrt worden.	35:44	0:202	zersetzen
26120215_1981_05_02_01_139.tcf.xml-6-8	Dadurch wird der Kunststoff bis zu dem Zustand zersetzt, in dem er von den Mikroorganismen des Bodens vollständig absorbiert wird und schließlich sogar Pflanzen als Nährstoff dient.	47:55	0:181	zersetzen
beck_eisen04_1899-14550-30	Der Dampf, der möglichst am tiefsten Punkte des geschmolzenen Metalles eingeführt wurde, wirkte aber nicht nur mechanisch, sondern indem er sich in Berührung mit dem glühenden Eisen zersetzte, wurde Sauerstoff frei, der entkohlend und reinigend auf das Roheisen einwirkte.	182:191	0:272	zersetzen
curtius_alterthum01_1875-2280-20	Je verwickelter nun auch im Mutterlande die Lebensverhältnisse wurden, und je mehr sich die alten Bürgergemeinden durch fremden Zuzug zersetzten, um so mehr dehnte sich der Gebrauch geschriebener Gesetzgebungen aus; aber immer blieb im griechischen Volksgeiste eine Stimmung zurück, welche sich gegen die Herrschaft des Buchstabens sträubte, im Gerichtswesen sowohl wie im Verfassungsleben.	134:144	0:390	zersetzen
darwin_pflanzen_1876-6353-6	—, phosphorsaures, von Drosera zersetzt, 168.	31:39	0:45	zersetzen
griesinger_psychische_1845-572-34	Eine langsame, schleichende Durchdringung der alten Vorstellungscomplexe durch die neuen wird zwar viel geringere Gemüthsbewegungen setzen, aber, indem es das Ich auch weniger zum Widerstande auffordert, dasselbe um so sicherer zersetzen und absorbiren.	228:237	0:253	zersetzen
gutzkow_zeitgenossen01_1842-1175-5	Die Massen, die sich zersetzen wollten, werden wieder geregelt.	21:30	0:63	zersetzen
humboldt_aequinoktial01_1859-3347-78	Das Wasser, das durch den Kalkstein sickert und durch die Schwefelschichten zersetzt wird, und die Erdbeben von Cumana, die Lager gediegenen Schwefels bei Carupano und die schweflig sauren Dämpfe, die man zuweilen in den Savannen spürt: zwischen all dem ließe sich leicht ein Zusammenhang denken; es ist auch nicht zu bezweifeln, daß, wenn sich bei der starken Affinität zwischen dem Eisenoxyd und den Erden bei hoher Temperatur Wasser über Schwefelkiesen zersetzt, die Entbindung von Wasserstoffgas erfolgen kann, welche mehrere neuere Geologen eine so wichtige Rolle spielen lassen.	456:464	0:584	zersetzen
kerl_metallurgische_1866-4226-48	Ein geringer Antimongehalt verflüchtigt sich beim reducirend-solvirenden Schmelzen und beim Desarseniciren oder geht ins Blei oder Wismuth; ein grösserer Gehalt daran muss durch sorgfältiges Abrösten mit Kohle oder auf nassem Wege möglichst entfernt werden (z. B. bei Antimonnickel), indem man die Substanz durch Salpetersäure zersetzt, das abgeschiedene Antimonoxyd abfiltrirt, aus der Lösung die Oxyde des Nickels und Kobaltoxydes durch Aetzkali ausfällt, etwas auswäscht, trocknet, glüht und arsenicirt.	327:335	0:506	zersetzen
kerl_metallurgische_1866-4246-28	b) Schwefelsaure Salze (Gyps, Schwerspath) oder Schwefelkalien enthaltende Substanzen (z. B. nickelhaltiges Gekrätz der Argentanfabriken), welche durch Röstung mit Kohlenstaubzusatz nicht zersetzt werden, schmilzt man zunächst auf Rohstein (§. 199), indem man 1 Ctr. Probirgut in eine Bleitute schüttet, darauf 2—3 Ctr. Borax, 1—2 Ctr. metallfreies Glas und 10 Pfd. Kolophonium thut, eine Salzdecke mit ein Stückchen Kohle giebt und die mit Deckel versehene Tute im Muffel-oder Windofen so lange (etwa ¾—1 Stunde) schmilzt, bis Alles in völligen Fluss gerathen ist.	188:196	0:565	zersetzen
lasswitz_seife_1890-606-28	Doch ersah ich so viel, daß die Sohlen, welche aus Metallstreifen zusammengesetzt waren, bei der Berührung mit dem Wasser dasselbe unter lebhaftem Aufbrausen so stark zersetzten, daß ein Einsinken unmöglich wurde.	167:177	0:213	zersetzen
ledebur_eisenhuettenkunde_1884-14016-15	Der Umstand, dass die Sulfate in sehr hoher Temperatur sämmtlich unter Austreibung des Schwefelsäureanhydrits zersetzt werden, legt die Vermuthung nahe, dass diese gefundene Schwefelsäure erst bei der Erkaltung der Schlacken unter Einwirkung der Luft entstanden sei.	110:118	0:266	zersetzen
liebig_agricultur_1840-1742-66	Das Ferment, die faulenden thierischen und vegetabilischen Materien, indem sie in anderen Körpern den Zustand der Zersetzung herbeiführen, den sie selbst erleiden, wirken mithin wie das Wasserstoffhyperoxid auf Silberoxid; die Störung in der Anziehung seiner Bestandtheile, welche seine eigne Zersetzung herbeiführt, der Act seiner Zersetzung bewirkt eine Störung in der Anziehung der Bestandtheile des Silberoxids, indem das eine zersetzt wird, erfolgt eine ähnliche Zersetzung des andern Körpers.	431:439	0:498	zersetzen
liebig_agricultur_1840-218-49	Die Versuche von de Saussure haben dargethan, daß die oberen Schichten der Luft mehr Kohlensäure als die unteren enthalten, die mit den Pflanzen sich in Berührung befinden, daß der Kohlensäuregehalt der Luft größer ist bei Nacht, als bei Tag, wo das eingesaugte kohlensaure Gas zersetzt wird.	278:286	0:292	zersetzen
mommsen_roemische03_1856-4692-12	Indem die Schmarotzerpflanze der römischen Advocatenberedsamkeit gedieh, wurden alle positiven Rechtsbegriffe zersetzt und der dem Publicum so schwer einleuchtende Unterschied zwischen Meinung und Beweis aus der römischen Criminalpraxis recht eigentlich ausgetrieben.	110:118	0:267	zersetzen
paul_katzenberger01_1809-1358-66	Aber das völlige Ausscheiden aus unserer Körperwelt sey undenkbar, insofern der Tod es vollführen solle, der sie ja, wie der Schlaf und die Ohnmacht nicht dadurch für den Geist aufhebe, daß er sie verändere; und wenn einmal das Gehirn eine Testatur des Geistes war, so behalte er doch nach dessen Zersetzung noch die Körper übrig, wodurch und worin dasselbe zersetzt geworden: zumal da keine Kraft im Universum zu verlieren sey. —	358:366	0:430	zersetzen
quenstedt_mineralogie_1854-11674-36	Die Hauptpunkte sind a) Böhmisch und Sächsisch Zinnwalde, wo das Erz in ein körniges Quarzgestein (Greisen) eingesprengt ist, nördlich dabei die berühmten Altenberger Stöcke, im Feldspathporphyr, aber die Gänge zersetzten das Gestein zu einem harten Quarz.	211:221	0:256	zersetzen
quenstedt_mineralogie_1854-11874-1	Salzsäure zersetzt ihn schwer, es scheidet sich Wolframsäure als gelber Rückstand aus.	10:18	0:86	zersetzen
quenstedt_mineralogie_1854-6215-6	Das Pulver wird von Salzsäure vollkommen zersetzt, ohne zu gelatiniren, vor dem Löthrohr schmelzen sie leicht mit Schäumen.	41:49	0:123	zersetzen
quenstedt_mineralogie_1854-7202-21	Das Experiment ist sehr auffallend, da bei gewöhnlichem Luftdruck der Prozeß bekanntlich umgekehrt ist: der Dolomit wird durch Gypswasser zersetzt, es bildet sich Ċa C̈ und Bitterwasser geht fort, weil Bittersalz löslicher als Gyps ist.	138:146	0:237	zersetzen
samter_erfindungen_1896-8919-24	Rührt man aber das so rein dargestellte Zink nur mit einem Eisenstab um, wodurch es 0,0003 bis 0,0005 % Eisen aufnimmt, so zersetzt es bereits Wasser in der Siedehitze unter Entwickelung von Wasserstoff und wird auch von verdünnter Schwefelsäure angegriffen.	123:131	0:258	zersetzen
schleiden_pflanze_1848-1508-22	So wie von den stickstoffhaltigen Theilen des Körpers wird auch beständig von diesem Unorganischen eine gewisse Menge bei der Thätigkeit des Körpers zersetzt und ausgeschieden und muß erneuert werden.	149:157	0:200	zersetzen
thaer_landwirthschaft02_1810-2279-27	Solcher Humus, wenigstens der tiefer liegende, ist vom Zutritte der Luft ausgeschlossen gewesen, hat sich also auf eine ganz andere Weise in sich selbst zersetzt, und andere Materien in sich erzeugt.	153:161	0:199	zersetzen
thaer_landwirthschaft02_1810-4102-27	Ferner wissen wir, daß einige Pflanzenarten vom Kalke besonders viele Kraft erhalten, und mit ihren Pflanzenwurzeln in den rohen Kalkstein eindringen, und ihn gewissermaßen zersetzen.	173:182	0:183	zersetzen
thaer_landwirthschaft04_1812-2451-11	Auch der saure, der unauflösliche Humus wird wahrscheinlich von ihm zersetzt.	68:76	0:77	zersetzen
treviranus_biologie04_1814-4295-33	Nach den bisherigen Gründen vermuthe ich, dass der Chymus, der mit dem Magensaft eine gallertartige Substanz ausmachte, nicht nur durch die Galle seiner überflüssigen Säure beraubt, sondern auch völlig zersetzt, und in einen schleimartigen Zustand gebracht wird.	202:210	0:262	zersetzen
urbanitzky_electricitaet_1885-4651-33	Es ist jedoch nicht nöthig, daß man die bisher betrachteten binären, d. h. nur aus zwei Theilen bestehenden Körper stets in den geschmolzenen Zustand überführt, um sie durch Elektrolyse zu zersetzen; man kann vielmehr auch ihre Lösungen in Wasser hierzu benutzen.	189:198	0:263	zersetzen
