dataID	context	indices_target_token	indices_target_sentence	lemma
fic_1856_2880.txt-2955-39	One object alone, like the black mask at the bridal of Hernani, marred the festivity, and created a discord in the midst of the harmony -- that was uncle Richard, walking up and down the ball room in a meal-colored coat and cowhide boots.	187:191	0:238	ball_nn
fic_1827_9757.txt-2290-11	The loudness of this explosion, and the shock which the ball produced in my brain, sunk me into	56:60	0:95	ball_nn
fic_1846_7527.txt-54-30	2 With all the news, and more than all, sir; -- 3 Puffs for the last dramatic star; 4 And cuts at Mrs. M.'s last ball, sir!	113:117	0:123	ball_nn
fic_1843_7208.txt-4384-11	Particularly as the weathercock's a silverside, with a gold ball in its mouth!	60:64	0:78	ball_nn
fic_1843_8760.txt-1204-22	Make him pay you a quarter for it, and you take the money and spend the hull on it for the ball: that will make the consarn magnificent.	91:95	0:136	ball_nn
fic_1848_7193.txt-531-19	He does not heed the panther, which writhes upon the sod, its skull cloven by the fortunate ball.	92:96	0:97	ball_nn
fic_1823_7242.txt-533-16	It was not, that the pupil enlarged -- but the pupil -- iris -- and ball -- instantaneously, would grow to twice their usual size.	68:72	0:130	ball_nn
fic_1859_9192.txt-4907-2	whistling of balls, to that portion of his flock which had taken sanctuary in St. Mary's holy church.	13:18	0:101	ball_nn
mag_1854_566434.txt-121-2	of the balls, shaped out of rock, nearly two feet in diameter, such as used to be employed when it was fired, lie near at hand.	7:12	0:127	ball_nn
fic_1848_7154.txt-1188-12	"a Camanche arrow will carry farther and kill more surely than the ball of an escopeta, "" returned the captain, sharply. """	66:70	0:121	ball_nn
nf_1856_769051.txt-1887-14	He laughed at her, and posted off in high glee, throwing his ball before him and running after it at full speed, and he went as fast as his ball.	61:65	0:145	ball_nn
nf_1845_747928.txt-787-20	The trench should be dug at such a distance from the tree as will include all the large and sufficient ball of roots, and it should be done in the spring, or before midsummer, when it is desirable to remove the tree the	103:107	0:219	ball_nn
fic_1855_9098.txt-7088-31	But the engineer, pro forma, not being skilled either in mathematics or mechanics, had omitted to point the mortar at a sufficient elevation, and hence the wooden ball was projected in a horizontal direction; and tending downward by its own specific gravity, fell among the sheep.	163:167	0:280	ball_nn
fic_1856_2880.txt-5292-4	He went to the ball and polked himself into the good graces of Miss Juliet Trevor.	15:19	0:82	ball_nn
fic_1823_7248.txt-830-36	Every moment, I expected it to give way -- the house rocked to its foundation; but, we were ready to receive them, with one heavy blunderbuss, three muskets, full of balls, and half a dozen cutlasses -- when Mary rushed in, her hair all in disorder, shrieking, that she had seen a face, at the back window; and, that they were forcing their way, through the wood cellar	166:171	0:369	ball_nn
fic_1856_3677.txt-4866-23	It was supposed that he would perform some extraordinary exploits, and he was called Onwe Bahmondoong, or he that carries a ball on his back.	124:128	0:141	ball_nn
fic_1856_5515.txt-2161-23	"The ocean doesn't have any mercy on a body's bones, but tosses you about as if you were an India-rubber ball made on purpose; "" added he, bursting into a hearty roar as he caught Mrs. Bates ' eye fastened upon his rotund proportions, as if to ascertain where the bones were. """	104:108	0:276	ball_nn
fic_1843_7074.txt-2138-38	Now and then, a central ball was announced, and that followed by two others a full inch or may be an inch and an eighth even from the centre; and once, where two successive balls were within the diamond, the third, by some mischance of the rest depended on, struck on the very edge of the grand circle.	173:178	0:302	ball_nn
fic_1850_7222.txt-1209-29	These, our Italian Divinities, my dear Fritz, have been the centres of more active conversation, and the subjects of livelier debate in salon, at ball, and upon the street, than all the political heroes of the hour -- not excepting the sick lion of the South, now mumbling like Dagon in his cave, over the bones of his victims.	146:150	0:327	ball_nn
fic_1852_2364.txt-2112-3	Hatchie extracted the balls from this one, and loaded the pair with one ball each, leaving the unmatched one blank.	22:27	0:115	ball_nn
fic_1829_7072.txt-281-23	And he went, and fought at Bunker Hill -- and in the retreat across Charlestown neck he was wounded by a cannon ball from the British man of war.	112:116	0:145	ball_nn
fic_1840_9329.txt-1163-29	Uzzial Putnam In his natural tone while the Serjeant is upstage Comfortable -- guess you shall, and have headache enough to carry a double-breasted gristmill or a rifle ball a hundred and	169:173	0:187	ball_nn
fic_1855_1273.txt-2451-29	It was untoward; but in the course of the evening she was a little comforted by a proposal from Lady Rotherwood to take her and Lilias to a ball at Raynham, which was to take place in January; and as soon as the gentlemen appeared, they submitted the invitation to their father, while Lady Rotherwood pressed William to accompany them, and he was refusing. '	140:144	0:358	ball_nn
fic_1845_7183.txt-96-4	PAGE The Land-Fever 1 Ball at Thram's Huddle 15 A Forest Fete 27 Love vs.	22:26	0:73	ball_nn
fic_1856_2880.txt-6515-14	"Make your game, gentlemen, "" said this individual, "" while the ball spins."	63:67	0:74	ball_nn
fic_1823_7214.txt-685-52	He had, also, with the view of ingratiating himself still more firmly into their good graces, invited several of them, and two or three of their ladies, to the ceremony; having resolved in his own mind that the festivities of the day should conclude with a ball.	257:261	0:262	ball_nn
fic_1827_7169.txt-1339-113	the power of any mortal to control, or in the least to restrict -- things will be even as they are -- not a giant's hand were it to sweep and strew death like the poisonous blast of an eastern samul, above the congregated herds of sharpers, rogues, and villains that infest, or rather flourish in society, could succeed in driving vice from the human mind: for ere its task were more than begun, it would tire and give over in despair at the vain attempt; for like the ranks of some numerous army, as one squadron bites the dust from adverse ball and steel, new files succeed, closing each vacant space as though such had never been -- even so, to every knave who repents or gives up business, there are a dozen successors ready to take the ground he leaves, and improve on his knaveries.	542:546	0:788	ball_nn
fic_1855_2661.txt-1289-23	the horrible sound of the howlings of wild beasts in the distance; and the last things that his closing, almost sightless balls beheld were the glaring eyes of the monsters of the forest, as they gloated over their prey!	122:127	0:220	ball_nn
fic_1860_2807.txt-3829-12	meaning to have a grand evening, combining turtulia, concert and ball.	65:69	0:70	ball_nn
nf_1855_750257.txt-1221-22	In fact there is nothing more perfect for sporting purposes than a good rifle from a first-rate maker, with a plain ball of from No.	116:120	0:132	ball_nn
fic_1823_7241.txt-6369-39	He was one of the cast-iron creatures of our revolution, who having been in many battles, like some of our mud forts, had caught their trick, of growing stronger and more impenetrable by bullet and ball.	198:202	0:203	ball_nn
fic_1855_9053.txt-7001-1	The ball was soon restored to its pocket again, a ceremony not very interesting, having been performed with its assistance; -- and then Mr. Sansoucy stretched himself, and passing, in thought, from the worsted ball to its mistress -- from its mistress to the ball of another character -- thence to the dress she had worn -- and thence again to the recipient of the	4:8	0:364	ball_nn
fic_1852_69.txt-5049-17	Pray, Miss Benoir, may I be allowed to ask if those drops are for the ball, tomorrow night?	70:74	0:91	ball_nn
fic_1834_7030.txt-1791-42	"Scarcely had the words died upon his lips, ere she sprang from the grasp of the officer, and locked her hands around the neck of her lover, exclaiming, "" Now you may shoot him through me -- no ball enters his body but through mine."	193:197	0:231	ball_nn
nf_1855_771880.txt-1028-2	"Such a ball as that is called a balloon, "" said his father. """	7:11	0:61	ball_nn
nf_1838_747482.txt-1194-43	Billiards, cards, Pharo and other games of hazard, are to be found at every hundred steps, in every street and alley of Paris; haunted by blacklegs in waiting for your purse; and there is scarce a private ball or soiree, even to those of the court, in which immense sums are not lost and won, by gambling.	205:209	0:305	ball_nn
fic_1842_555.txt-2985-38	There, once in a while, was seen the thin, care-worn, melancholy visage of an old tory, with a Wig that, in times long past, had perhaps figured at a Province House ball.	165:169	0:170	ball_nn
fic_1820_7562.txt-1098-10	what angry brawls To gain the lady's hand at balls!	45:50	0:51	ball_nn
fic_1842_7158.txt-667-25	He aimed right at the fleshy part of his heart, but the bear dodged at the flash, and rared up, and the balls went into his two hind legs, jist by the jynt, one into each	104:109	0:170	ball_nn
fic_1853_7455.txt-744-1	The ball that wounds the mated dove Inflicts but little pain; But bitter is this shaft of love By which my soul is slain!	4:8	0:121	ball_nn
fic_1847_7190.txt-1067-20	Even as he directs the fire, the flanks of his horse are torn in bloody fragments by a cannon ball -- they fall to the earth, the horse, writhing over his prostrate master.	94:98	0:172	ball_nn
fic_1846_8891.txt-2822-24	Now, pray, sir, are you and I to go home to our dinners, or are we to swallow a forced-meat ball in the fields?	92:96	0:111	ball_nn
fic_1848_7005.txt-3453-29	As it was, however, they approached within a few feet, and got between Luther and the fire, their eyes the while fixed intently on the ball, which the Necromancer, to puzzle them, now commenced turning rapidly over and over in his hands.	135:139	0:237	ball_nn
fic_1834_7030.txt-1898-27	Then, bracing his nerves, he proceeded to effect his exit through the opening, and was vigorously struggling to free himself, when a musket ball whistled by his ear and buried itself in the wooden sill of the house.	140:144	0:215	ball_nn
mag_1832_564125.txt-29-3	See, the ball has gone through the very centre of his heart.	9:13	0:60	ball_nn
fic_1834_7030.txt-1386-21	At the same instant her two astounded countrymen fell lifeless from the terrace, pierced to the heart by the unerring balls of the sharp shooters.	118:123	0:146	ball_nn
fic_1822_7275.txt-583-127	One said that he had searched the Bible from Genesis to Revelation, and he could not find a text that expressly treated of that enormity, but that was manifestly because it was a sin too heinous to be spoken of in holy writ; he said that dancing was one of the most offensive of all the rites of those savage nations that were under the immediate and visible government of the prince of this world; and, finally, he referred them to the church documents, those precious records of the piety, and wisdom, and purity of their ancestors; and they would there find a rule which prohibited any church-member from frequenting, or being present at, a ball, or dance, or frolic, or any such assembly of Satan; and they would moreover find	644:648	0:730	ball_nn
fic_1853_2454.txt-1581-25	asked Miss Calista, a lady of something over thirty, and rather the worse for twelve years ' wear, in the way of balls and parties, the theatre and the opera.	113:118	0:158	ball_nn
fic_1845_7071.txt-287-27	I will submit it to yourself, which is the most elevating employment, to spend one's time and ingenuity in decorating a dress for a ball, arranging a few flowers for the hair, and ransacking every dry goods store for the particular shade of a riband, or faithfully to superintend that domestic economy which gives pleasure to the kind husband, and by regularity and becoming dignity creates the fear of doing wrong in the servants?	132:136	0:431	ball_nn
mag_1852_504229.txt-456-8	Your husband has been killed by a cannon ball, while combating on his quarter deck.	41:45	0:83	ball_nn
fic_1851_746.txt-5431-59	Again: as the profound calm which only apparently precedes and prophesies of the storm, is perhaps more awful than the storm itself; for, indeed, the calm is but the wrapper and envelope of the storm; and contains it in itself, as the seemingly harmless rifle holds the fatal powder, and the ball, and the explosion; so the graceful repose of the line, as	292:296	0:355	ball_nn
fic_1848_7154.txt-793-3	Not a single ball took effect, however; for so fierce and rapid was the charge of the dragoons, down the abrupt hill-side, that the dismounted Mexicans over-shot them, and were in their turn all sabred or shot down, before they had time to draw a sword, much less	13:17	0:263	ball_nn
fic_1823_7242.txt-4039-10	"-- Saying this, I discharged it; and the ball rattled against the chimney, and came back to my feet. """	41:45	0:102	ball_nn
nf_1844_762654.txt-424-8	of Oude, and are discussed in V. Ball, Jungle Life in India (De la Rue, 1880), pp.	33:37	0:82	ball_nn
fic_1858_1282.txt-3605-39	"And, believe me, sir, for I say it more in pity than anger, he is a man much given to appropriating to himself the coats and breeches of his friends, and going uninvited to balls. """	173:178	0:181	ball_nn
nf_1829_747550.txt-23-5	"I now began to attend balls, and parties of pleasure, and found my mind completely occupied with what 1 daily heard were "" innocent amusements. """	22:27	0:145	ball_nn
fic_1853_9158.txt-3594-16	Few moments had elapsed before the clatter of the rackets, the lively bouncing of the balls, and the loud voices of the antagonists, announced that heart and spirit were engrossed in the excitement of the game.	86:91	0:210	ball_nn
fic_1840_7292.txt-1417-20	Every third word was a quotation; and it was only when the new-comer, who had kept up the ball with no little show of practice and ability, found his corresponding store of quotation utterly exhausted, that he was brought back to the more immediate necessities of his situation.	90:94	0:278	ball_nn
fic_1822_7244.txt-7880-15	No, but they are burning now with a quiet, mild lustre, like balls of pearl, with a coal in the centre.	61:66	0:103	ball_nn
nf_1849_747900.txt-2608-10	On a green plain, young men were engaged at ball.	44:48	0:49	ball_nn
fic_1853_9158.txt-2284-13	Then came the roar of ordnance; in a dozen spots the ponderous balls of stone or metal ploughed their paths of devastation through the French columns; while under cover of their archery, the discomfited islanders filed slowly into their entrenchments -- Charles draw-ing off his troops, in order to reform his array, and give his men brief space for refreshment	63:68	0:361	ball_nn
nf_1855_771880.txt-246-8	Clouds are formed of small globules or little balls of water; and water, I should think, whatever the size of the little	46:51	0:120	ball_nn
nf_1833_747463.txt-648-10	man, having for sceptre a wand with a silver ball, surmounted by the double-headed Austrian eagle.	45:49	0:98	ball_nn
nf_1855_750257.txt-2687-35	Of course he stole the greater portion, but nevertheless, in a few weeks he brought me seventy-two pounds ' weight of well-cleaned and perfectly white wax, which he had made up into balls about the size of an eighteen-pound shot.	182:187	0:229	ball_nn
mag_1850_555675.txt-287-4	I fired; the ball entered one shoulder and passed out behind the other.	13:17	0:71	ball_nn
fic_1856_1562.txt-4022-8	I was not anxious to keep up the ball of conversation which he had begun with a spirit so mixed up of contradictions -- so earnest yet so playful.	33:37	0:146	ball_nn
mag_1845_555338.txt-273-40	With all the paths of the world now mapped before us, and with means of communication, which, for practical ends, condense the population of the earth, as if the thousand millions were crowded upon a ball of one third the diameter; and with actual colonial possession of a large portion of the earth, and with moral possession, by high character and repute, of almost the whole of it; and with all these uncalculated and untried means of influence now ripened, and presented afresh to our hands, who is it that can altogether control those mingling emotions of patriotism and of expansive benevolence, which become us, occupying as we do a position, whence we may go forth to conquer the world, not for ambition, not for wealth; but for Truth and	200:204	0:746	ball_nn
fic_1848_1279.txt-533-22	""" That is but proper and reasonable, and I most heartily subscribe to the same, "" It is a masked ball that occupies the gay throng in the ducal palace."	97:101	0:151	ball_nn
fic_1838_7086.txt-1188-39	Before, however, he could get out of the reach of their muskets, two or three shots, fired by some of the soldiers who had seized their arms, whizzed by him, one of the balls passing through his cap.	169:174	0:199	ball_nn
fic_1852_9031.txt-120-8	"I now remembered that one night at a ball in Swansdown, I had been introduced to a stranger of that name; and I cheerfully made known my recognition, and cordially shook his hand; for the very fact that he had been once in the village of my nativity, made him appear to me like an old and valued friend. """	37:41	0:305	ball_nn
fic_1849_7196.txt-661-9	"Come, my friends -- who's for the ball? """	34:38	0:41	ball_nn
fic_1839_7067.txt-1729-29	It now appears that circumstances connected with the arrest of the parties led to a hostile meeting at Hoboken, early this morning, when Mr. Ellingbourne received the ball of Clifton in his side, near the region	167:171	0:211	ball_nn
fic_1842_7206.txt-3298-50	And yet the Round-Rimmers condescend to join the common world in certain of their observances; they have committees, among themselves, where small men swell into great, by dint of volubility and intrigue; they make presentations after their fashion to distinguished men; and give complimentary balls, where they get a fever to a boiling pitch.	294:299	0:343	ball_nn
nf_1854_750818.txt-967-13	Even in the Imperial Treasury the computations were made by the help of balls strung on wires.	72:77	0:94	ball_nn
nf_1834_747621.txt-804-2	Take a ball in each hand, and stretch your hands as far as you can, one from the other; then state /z/ that you will contrive to make both the balls come into either hand, without bringing the bands near each other If any one dispute your power of doing this, you have no more to do, than to lay one ball down upon the table, turn yourself,, and take it up with your other hand.	7:11	0:378	ball_nn
mag_1859_506412.txt-59-8	morning and evening, dined every day in ball, and never went to a single evening party.	40:44	0:87	ball_nn
fic_1839_7011.txt-542-29	whom I found no longer alone, but surrounded by quite a family -- his wife and children -- who, it seemed, had been away at a ball, or other merrymaking, at a neighbouring estate, and had either just returned, or had arrived late in the night, while I was sound asleep.	126:130	0:269	ball_nn
fic_1846_8193.txt-880-5	kite soars high, the ball rebounds, and darts the merry hoop -- The woods re-echo once again, to boyhood's noisy glee, And tiny mills beside the brook are turning rapidly.	21:25	0:171	ball_nn
mag_1832_564161.txt-516-22	Or the ladies of either town may dine at home, figure and make conquests, at a tea-party, or a ball, in the other, on the evening of the same day, and return to breakfast, in their own dwellings, the next morning.	95:99	0:213	ball_nn
mag_1844_555207.txt-157-51	The next evening, to the astonishment of all of us, there was the same bright column of light; it was higher up in the heavens, and we now perceived that it did not shoot up from the horizon, but terminated in a bright star, or ball of fire; and we concluded, that it must be a comet of greater size, in appearance at least, than any which had ever before visited our System.	228:232	0:375	ball_nn
mag_1850_589154.txt-180-14	probably owes the throne to which she does so little credit to the chance ball that killed this famous chief on the balcony of a house in Bilboa.	74:78	0:145	ball_nn
fic_1854_9826.txt-3817-39	The clatter of chairs and the jingle of cutlery and plates resound simultaneously with the welcome ringing; and the famished boarders make eager incisions into the hot biscuit and tawny fish-balls, and whittle up the wabbling little balls of butter in a manner which would make a stranger stare.	233:238	0:295	ball_nn
fic_1831_8376.txt-1618-22	He skims the blue tide in his birchen canoe, Where the foe in the moon-beams his path may descry; The ball to its scope may speed rapid and true, And lost in the wave be thy father's death cry!	102:106	0:193	ball_nn
nf_1830_754783.txt-1206-13	Then cut the dough in small pieces, and knead them into round balls.	62:67	0:68	ball_nn
mag_1828_553899.txt-189-1	Cannon balls flew around and above the assembled mourners.	7:12	0:58	ball_nn
mag_1974_252888.txt-11-0	ball to Walton, positioned on the left side of the court close to the basket.	0:4	0:77	ball_nn
fic_1976_14078.txt-70-41	He is short and powerfully built with his hair greased straight back, dark glasses, black suit and shoes, starched white shirt with a high collar, gold cuff links which he's constantly snapping and adjusting, a ball point pen which he clicks continuously.	211:215	0:255	ball_nn
mag_2000_401152.txt-24-23	"But it's making a big comeback in collegiate training rooms, "" says Dave Pearson, Ph.D., an exercise physiologist at Ball State University. """	117:121	0:141	ball_nn
mag_1985_123519.txt-271-14	Working out with manager Leo Durocher in spring training, he fired a double-play ball to Leo, playing second, and broke his right thumb.	81:85	0:136	ball_nn
mag_1992_345638.txt-5-25	"When the ashes cool, the widow Gertrude Leemer, still recovering from a double mastectomy, hefts her husband's skull like a bowling ball and muses, "" The final scar makes"	132:136	0:170	ball_nn
news_1989_670792.txt-27-3	"Follow the Bouncing Ball // Ms. Birnbaum, a lawyer and the club ' s operations partner, said, "" We felt the time was right for the audience to be part of the entertainment. """	20:24	0:174	ball_nn
fic_1977_780095.txt-2758-17	In the eighth, I got a Texas league single, and made second on a passed ball.	72:76	0:77	ball_nn
fic_1973_10570.txt-1937-3	Stickin ' the ball in his back pocket like that.	14:18	0:48	ball_nn
mag_2004_413914.txt-69-11	"That happens when you don't get on top of the ball or throw it without the proper arm action, "" Willis says."	46:50	0:108	ball_nn
mag_1988_432396.txt-6-10	a kind of eye-hand coordination, like hitting a golf ball.	53:57	0:58	ball_nn
mag_1967_99532.txt-139-17	I felt like an idiot doing it, but I pulled out the one-iron and hit the ball down the right side away from all the trouble on the left.	73:77	0:136	ball_nn
fic_2006_31256.txt-365-39	Therefore, Darcy unfailingly made his box available to his cousin for interests that they shared, such as the theater and opera, and for those they did not, the occasional wager on the roll of a ball or turn of a card provided what was lacking.	195:199	0:244	ball_nn
fic_2000_27978.txt-555-1	"eight ball, but I 'm going to drag her down to Be-Stitched the minute she gets here and force her to make a decision. """	6:10	0:119	ball_nn
fic_2004_31412.txt-112-31	In her sleep she seems to mew like a kitten, and he watches her with a strange mixture of tenderness and condescension, imagining that she's dreaming about a ball of yarn, a plate	158:162	0:179	ball_nn
mag_2006_386391.txt-121-8	UP THE BURN: stand on a Bosu ball as you chop.	29:33	0:46	ball_nn
mag_1994_352587.txt-5-22	"For this week's profile of triple-threat comedy star Tim Allen, Ressner -- along with correspondent Patrick Cole -- carried the ball for a touchdown. """	128:132	0:151	ball_nn
mag_1975_285963.txt-23-17	(Small by basketball standards, Washington leaps so high that he has tune to dunk two balls on the same jump.)	86:91	0:110	ball_nn
mag_1985_432241.txt-96-3	Covered with metallic balls for discharging electrical energy, the monstrous contraption seemed fit for a horror	22:27	0:112	ball_nn
fic_1969_10518.txt-3495-15	So I heard it out alone, then came back in and switched on the ball game.	63:67	0:73	ball_nn
fic_2007_52344.txt-67-3	And two metal balls suspended on delicate wires will attract one another in the proper way.	14:19	0:91	ball_nn
fic_1981_10681.txt-5509-4	He hits a long ball, Webb was right, but Harry doesn't like his swing: too wristy.	15:19	0:82	ball_nn
mag_2004_413914.txt-62-11	"It is a vertical curve, however, due to the ball spinning in an up-and-down motion instead of side-to-side. """	44:48	0:109	ball_nn
nf_1979_774342.txt-1216-30	The teacher tells his students how poorly they have done on the midterm exam, hands clasped behind him as he shifts back and forth from the heels to the balls of his feet.	153:158	0:171	ball_nn
mag_1983_492264.txt-7-8	But even as he dove to overtake the ball traversing	36:40	0:51	ball_nn
mag_1989_492445.txt-76-35	Medical updates were released three times a day, and hundreds stood vigil outside the East Side hospital, including dozens of children who weren't even old enough to have seen their idol play ball.	192:196	0:197	ball_nn
mag_1976_284562.txt-17-1	The ball comes zinging back like a small cannon ball, and an opponent's 18-in.	4:8	0:78	ball_nn
fic_2008_36315.txt-261-17	Wedging myself into the pack, I tried to make a grab at the man with the ball.	73:77	0:78	ball_nn
mag_2001_416864.txt-41-16	Wooden clubs required two properties: a head sufficiently hard to withstand successive hits on the ball and a springy, or whippy, shaft.	99:103	0:136	ball_nn
fic_2006_27868.txt-115-4	As always, the ball exploded off his club face and rode the soft wind to disappear beyond the sloping fairway and run a dozen yards farther, leaving him a short iron to the green.	15:19	0:179	ball_nn
fic_1970_782004.txt-852-7	"The Nightman's eyes moved to the ball in Frank Sullivan's hand and his body constricted in sickening anticipation. """	33:37	0:116	ball_nn
mag_1967_140077.txt-264-5	There were now about 20 balls, many of them shockingly bright and pristine, with not a mark on them except perhaps, as I imagined suddenly, a small PC for Paul Christman stamped on the cover.	24:29	0:191	ball_nn
mag_1998_69123.txt-98-7	"The play in golf is hitting the ball, which I can do, while the play in football is running to catch the pass. """	32:36	0:112	ball_nn
mag_2002_384996.txt-52-8	// * MINIATURE BALL: It is like Ball but smaller, between 2 and 3 1/2 inches wide.	32:36	0:82	ball_nn
fic_2007_52171.txt-163-54	"More rambling here, but the short version is the woman's crazy, the kind who says one thing and does another, wants control of every facet of his life, always has to know where he's been, who he's been with, like she hasn't got his balls already and that isn't enough. """	232:237	0:270	ball_nn
fic_1995_53012.txt-167-5	From the first second the ball sailed over the heads of the fielders, it was clear to everyone that this shot was headed way, way beyond the red Plymouth, which meant it would sail over into the grassy lots alongside the train tracks.	26:30	0:234	ball_nn
mag_1987_335558.txt-33-8	Picking up a ball, any kind of ball, I always had a feeling for it.	31:35	0:67	ball_nn
fic_1988_782035.txt-367-41	de resistance -- and he called it by just those words in French -- and they produced a somewhat rusty, out-ofdate musket, which he handed gravely to the toion, asking one of the sailors to provide powder and ball plus an exhibition of how the old gun should be fired.	208:212	0:267	ball_nn
news_2003_628544.txt-14-2	I played ball, and that's what I liked to do.	9:13	0:45	ball_nn
fic_1997_42967.txt-27-54	And I thought with sudden insight of myself, then, sitting alone in an empty house, holding in my possession a unique life that no one else would ever know: the hours I spent as a child keeping elaborate scores and records for games of my own invention-some with a tennis ball and racquet, targeting the rectangular openings in the green glider on the front porch of	272:276	0:366	ball_nn
fic_1986_16266.txt-1941-23	STANKOVICHI swear asshole, if this thing is a phony, I 'm gon na personally track you down, cut off your balls and stuff ' em down your throat.	105:110	0:143	ball_nn
fic_2003_47961.txt-123-21	Jackie grabs a cue from a pine hutch and rubs blue chalk on the tip while Sharkey starts racking up the balls.	104:109	0:110	ball_nn
mag_1960_491599.txt-362-7	Such examples of West Virginia basket -- ball fanaticism are as profuse as the timber in the hills around Morgantown,	41:45	0:117	ball_nn
mag_1996_428895.txt-13-33	"Cummings described his glee at seeing what happened to batters when he finally got around to throwing his discovery pitch in a game: "" I began to watch the flight of the ball through the air, and distinctly saw it curve, "" he said, "" a surge of joy flooded over me that"	170:174	0:269	ball_nn
mag_1980_490829.txt-159-19	When a player is tackled, it is a good thing if he can manage to curl into a ball, because the convexity of the hack acts as a shield, like a tortoise's shell particularly when there are nine people on top of one.	77:81	0:213	ball_nn
fic_1969_10520.txt-1352-9	Eddie himself wasn't very religious -- he played ball with us at the Parade Grounds on Saturdays -- but he was determined not to hurt his mother, and I guess I could understand why at the time.	49:53	0:193	ball_nn
mag_1972_490038.txt-125-6	We've got to control the ball and not let them have it They didn't make a mistake last year.	25:29	0:92	ball_nn
fic_1973_780114.txt-725-3	next day's ball game, which was against Bear Paw and was sure to be tough, that team by report having recruited three or four city ringers.	11:15	0:139	ball_nn
mag_2001_416864.txt-126-1	Feather ball remained the norm until about 1850, when gutta percha was introduced, making balls somewhat cheaper.	8:12	0:113	ball_nn
fic_1964_24514.txt-894-6	HAWKER If that's his original ball, I 'm Arnold Palmer.	30:34	0:55	ball_nn
fic_1966_10470.txt-2330-9	"the sheriff said, taking aim at a red ball. """	38:42	0:45	ball_nn
mag_1990_420742.txt-65-14	"But since Marks and Caesar's fundamental safety rules, like "" Let the ball roll, no matter where it may go, "" still apply, it's good to know that the songbook, with its simple, catchy music and lyrics, is available once again (Hardcover: Abrams."	70:74	0:245	ball_nn
news_2006_607707.txt-38-20	take short drop-backs on pass plays, read the defense quickly to determine who is open and then pass the ball to a spot, rather than to a receiver's hands.	105:109	0:155	ball_nn
fic_1976_780158.txt-2290-7	It's all part of the same ball of wax.	26:30	0:38	ball_nn
fic_1995_39512.txt-188-21	"The second night one of his brothers arrived, having driven all the way from Nashtoba to carry him to the ball game. """	106:110	0:118	ball_nn
mag_1960_92728.txt-98-20	, but Halfback Bob Boyd, who hadn't been doing too well until then, intercepted and ran the ball to the Packer 14.	92:96	0:114	ball_nn
fic_1985_780045.txt-667-6	""" I'll go get the ball, "" Tracy said. """	18:22	0:39	ball_nn
mag_1984_125215.txt-39-11	"can jump, you don't fret as much when the ball's in the air because he's got a chance to get it. """	42:46	0:98	ball_nn
mag_1992_61837.txt-47-12	away with a woman line judge, resulting in the headline NEW BALLS, PLEASE.	60:65	0:74	ball_nn
news_1982_668317.txt-21-4	How did Montanathrow the ball, a trio of large and hungry Cowboys bearing down on him as if he were the last ham sandwich left in the free world?	25:29	0:145	ball_nn
fic_1973_10570.txt-1660-10	Then he stepped aside, and the center-fielder took the ball from the pocket	55:59	0:75	ball_nn
mag_2003_400295.txt-146-5	up and hurled his own ball over Beau's head.	22:26	0:44	ball_nn
