instanceID	dataIDs	label_set	non_label
tweet70	70	0,1,2	-
tweet71	71	0,1,2	-
tweet72	72	0,1,2	-
tweet73	73	0,1,2	-
tweet74	74	0,1,2	-
tweet75	75	0,1,2	-
tweet76	76	0,1,2	-
tweet77	77	0,1,2	-
tweet78	78	0,1,2	-
tweet79	79	0,1,2	-
tweet80	80	0,1,2	-
tweet81	81	0,1,2	-
tweet82	82	0,1,2	-
tweet83	83	0,1,2	-
tweet84	84	0,1,2	-
tweet85	85	0,1,2	-
tweet86	86	0,1,2	-
tweet87	87	0,1,2	-
tweet88	88	0,1,2	-
tweet89	89	0,1,2	-
tweet90	90	0,1,2	-
tweet91	91	0,1,2	-
tweet92	92	0,1,2	-
tweet93	93	0,1,2	-
tweet94	94	0,1,2	-
tweet95	95	0,1,2	-
tweet96	96	0,1,2	-
tweet97	97	0,1,2	-
tweet98	98	0,1,2	-
tweet99	99	0,1,2	-
tweet100	100	0,1,2	-
tweet101	101	0,1,2	-
tweet102	102	0,1,2	-
tweet103	103	0,1,2	-
tweet104	104	0,1,2	-
tweet105	105	0,1,2	-
tweet106	106	0,1,2	-
tweet107	107	0,1,2	-
tweet108	108	0,1,2	-
tweet109	109	0,1,2	-
tweet110	110	0,1,2	-
tweet111	111	0,1,2	-
tweet112	112	0,1,2	-
tweet113	113	0,1,2	-
tweet114	114	0,1,2	-
tweet115	115	0,1,2	-
tweet116	116	0,1,2	-
tweet117	117	0,1,2	-
tweet118	118	0,1,2	-
tweet119	119	0,1,2	-
tweet120	120	0,1,2	-
tweet121	121	0,1,2	-
tweet122	122	0,1,2	-
tweet123	123	0,1,2	-
tweet124	124	0,1,2	-
tweet125	125	0,1,2	-
tweet126	126	0,1,2	-
tweet127	127	0,1,2	-
tweet128	128	0,1,2	-
tweet129	129	0,1,2	-
tweet130	130	0,1,2	-
tweet131	131	0,1,2	-
tweet132	132	0,1,2	-
tweet133	133	0,1,2	-
tweet134	134	0,1,2	-
tweet135	135	0,1,2	-
tweet136	136	0,1,2	-
tweet137	137	0,1,2	-
tweet138	138	0,1,2	-
tweet139	139	0,1,2	-
tweet140	140	0,1,2	-
tweet141	141	0,1,2	-
tweet142	142	0,1,2	-
tweet143	143	0,1,2	-
tweet144	144	0,1,2	-
tweet145	145	0,1,2	-
tweet146	146	0,1,2	-
tweet147	147	0,1,2	-
tweet148	148	0,1,2	-
tweet149	149	0,1,2	-
tweet150	150	0,1,2	-
tweet151	151	0,1,2	-
tweet152	152	0,1,2	-
tweet153	153	0,1,2	-
tweet154	154	0,1,2	-
tweet155	155	0,1,2	-
tweet156	156	0,1,2	-
tweet157	157	0,1,2	-
tweet158	158	0,1,2	-
tweet159	159	0,1,2	-
tweet160	160	0,1,2	-
tweet161	161	0,1,2	-
tweet162	162	0,1,2	-
tweet163	163	0,1,2	-
tweet164	164	0,1,2	-
tweet165	165	0,1,2	-
tweet166	166	0,1,2	-
tweet167	167	0,1,2	-
tweet168	168	0,1,2	-
tweet169	169	0,1,2	-
tweet170	170	0,1,2	-
tweet171	171	0,1,2	-
tweet172	172	0,1,2	-
tweet173	173	0,1,2	-
tweet174	174	0,1,2	-
tweet175	175	0,1,2	-
tweet176	176	0,1,2	-
tweet177	177	0,1,2	-
tweet178	178	0,1,2	-
tweet179	179	0,1,2	-
tweet180	180	0,1,2	-
tweet181	181	0,1,2	-
tweet182	182	0,1,2	-
tweet183	183	0,1,2	-
tweet184	184	0,1,2	-
tweet185	185	0,1,2	-
tweet186	186	0,1,2	-
tweet187	187	0,1,2	-
tweet188	188	0,1,2	-
tweet189	189	0,1,2	-
tweet190	190	0,1,2	-
tweet191	191	0,1,2	-
tweet192	192	0,1,2	-
tweet193	193	0,1,2	-
tweet194	194	0,1,2	-
tweet195	195	0,1,2	-
tweet196	196	0,1,2	-
tweet197	197	0,1,2	-
tweet198	198	0,1,2	-
tweet199	199	0,1,2	-
tweet200	200	0,1,2	-
tweet201	201	0,1,2	-
tweet202	202	0,1,2	-
tweet203	203	0,1,2	-
tweet204	204	0,1,2	-
tweet205	205	0,1,2	-
tweet206	206	0,1,2	-
tweet207	207	0,1,2	-
tweet208	208	0,1,2	-
tweet209	209	0,1,2	-
tweet210	210	0,1,2	-
tweet211	211	0,1,2	-
tweet212	212	0,1,2	-
tweet213	213	0,1,2	-
tweet214	214	0,1,2	-
tweet215	215	0,1,2	-
tweet216	216	0,1,2	-
tweet217	217	0,1,2	-
tweet218	218	0,1,2	-
tweet219	219	0,1,2	-
tweet220	220	0,1,2	-
tweet221	221	0,1,2	-
tweet222	222	0,1,2	-
tweet223	223	0,1,2	-
tweet224	224	0,1,2	-
tweet225	225	0,1,2	-
tweet226	226	0,1,2	-
tweet227	227	0,1,2	-
tweet228	228	0,1,2	-
tweet229	229	0,1,2	-
tweet230	230	0,1,2	-
tweet231	231	0,1,2	-
tweet232	232	0,1,2	-
tweet233	233	0,1,2	-
tweet234	234	0,1,2	-
tweet235	235	0,1,2	-
tweet236	236	0,1,2	-
tweet237	237	0,1,2	-
tweet238	238	0,1,2	-
tweet239	239	0,1,2	-
tweet240	240	0,1,2	-
tweet241	241	0,1,2	-
tweet242	242	0,1,2	-
tweet243	243	0,1,2	-
tweet244	244	0,1,2	-
tweet245	245	0,1,2	-
tweet246	246	0,1,2	-
tweet247	247	0,1,2	-
tweet248	248	0,1,2	-
tweet249	249	0,1,2	-
tweet250	250	0,1,2	-
tweet251	251	0,1,2	-
tweet252	252	0,1,2	-
tweet253	253	0,1,2	-
tweet254	254	0,1,2	-
tweet255	255	0,1,2	-
tweet256	256	0,1,2	-
tweet257	257	0,1,2	-
tweet258	258	0,1,2	-
tweet259	259	0,1,2	-
tweet260	260	0,1,2	-
tweet261	261	0,1,2	-
tweet262	262	0,1,2	-
tweet263	263	0,1,2	-
tweet264	264	0,1,2	-
tweet265	265	0,1,2	-
tweet266	266	0,1,2	-
tweet267	267	0,1,2	-
tweet268	268	0,1,2	-
tweet269	269	0,1,2	-
tweet270	270	0,1,2	-
tweet271	271	0,1,2	-
tweet272	272	0,1,2	-
tweet273	273	0,1,2	-
tweet274	274	0,1,2	-
tweet275	275	0,1,2	-
tweet276	276	0,1,2	-
tweet277	277	0,1,2	-
tweet278	278	0,1,2	-
tweet279	279	0,1,2	-
tweet280	280	0,1,2	-
tweet281	281	0,1,2	-
tweet282	282	0,1,2	-
tweet283	283	0,1,2	-
tweet284	284	0,1,2	-
tweet285	285	0,1,2	-
tweet286	286	0,1,2	-
tweet287	287	0,1,2	-
tweet288	288	0,1,2	-
tweet289	289	0,1,2	-
tweet290	290	0,1,2	-
tweet291	291	0,1,2	-
tweet292	292	0,1,2	-
tweet293	293	0,1,2	-
tweet294	294	0,1,2	-
tweet295	295	0,1,2	-
tweet296	296	0,1,2	-
tweet297	297	0,1,2	-
tweet298	298	0,1,2	-
tweet299	299	0,1,2	-
tweet300	300	0,1,2	-
tweet301	301	0,1,2	-
tweet302	302	0,1,2	-
tweet303	303	0,1,2	-
tweet304	304	0,1,2	-
tweet305	305	0,1,2	-
tweet306	306	0,1,2	-
tweet307	307	0,1,2	-
tweet308	308	0,1,2	-
tweet309	309	0,1,2	-
tweet310	310	0,1,2	-
tweet311	311	0,1,2	-
tweet312	312	0,1,2	-
tweet313	313	0,1,2	-
tweet314	314	0,1,2	-
tweet315	315	0,1,2	-
tweet316	316	0,1,2	-
tweet317	317	0,1,2	-
tweet318	318	0,1,2	-
tweet319	319	0,1,2	-
tweet320	320	0,1,2	-
tweet321	321	0,1,2	-
tweet322	322	0,1,2	-
tweet323	323	0,1,2	-
tweet324	324	0,1,2	-
tweet325	325	0,1,2	-
tweet326	326	0,1,2	-
tweet327	327	0,1,2	-
tweet328	328	0,1,2	-
tweet329	329	0,1,2	-
tweet330	330	0,1,2	-
tweet331	331	0,1,2	-
tweet332	332	0,1,2	-
tweet333	333	0,1,2	-
tweet334	334	0,1,2	-
tweet335	335	0,1,2	-
tweet336	336	0,1,2	-
tweet337	337	0,1,2	-
tweet338	338	0,1,2	-
tweet339	339	0,1,2	-
tweet340	340	0,1,2	-
tweet341	341	0,1,2	-
tweet342	342	0,1,2	-
tweet343	343	0,1,2	-
tweet344	344	0,1,2	-
tweet345	345	0,1,2	-
tweet346	346	0,1,2	-
tweet347	347	0,1,2	-
tweet348	348	0,1,2	-
tweet349	349	0,1,2	-
tweet350	350	0,1,2	-
tweet351	351	0,1,2	-
tweet352	352	0,1,2	-
tweet353	353	0,1,2	-
tweet354	354	0,1,2	-
tweet355	355	0,1,2	-
tweet356	356	0,1,2	-
tweet357	357	0,1,2	-
tweet358	358	0,1,2	-
tweet359	359	0,1,2	-
tweet360	360	0,1,2	-
tweet361	361	0,1,2	-
tweet362	362	0,1,2	-
tweet363	363	0,1,2	-
tweet364	364	0,1,2	-
tweet365	365	0,1,2	-
tweet366	366	0,1,2	-
tweet367	367	0,1,2	-
tweet368	368	0,1,2	-
tweet369	369	0,1,2	-
tweet370	370	0,1,2	-
tweet371	371	0,1,2	-
tweet372	372	0,1,2	-
tweet373	373	0,1,2	-
tweet374	374	0,1,2	-
tweet375	375	0,1,2	-
tweet376	376	0,1,2	-
tweet377	377	0,1,2	-
tweet378	378	0,1,2	-
tweet379	379	0,1,2	-
tweet380	380	0,1,2	-
tweet381	381	0,1,2	-
tweet382	382	0,1,2	-
tweet383	383	0,1,2	-
tweet384	384	0,1,2	-
tweet385	385	0,1,2	-
tweet386	386	0,1,2	-
tweet387	387	0,1,2	-
tweet388	388	0,1,2	-
tweet389	389	0,1,2	-
tweet390	390	0,1,2	-
tweet391	391	0,1,2	-
tweet392	392	0,1,2	-
tweet393	393	0,1,2	-
tweet394	394	0,1,2	-
tweet395	395	0,1,2	-
tweet396	396	0,1,2	-
tweet397	397	0,1,2	-
tweet398	398	0,1,2	-
tweet399	399	0,1,2	-
tweet400	400	0,1,2	-
tweet401	401	0,1,2	-
tweet402	402	0,1,2	-
tweet403	403	0,1,2	-
tweet404	404	0,1,2	-
tweet405	405	0,1,2	-
tweet406	406	0,1,2	-
tweet407	407	0,1,2	-
tweet408	408	0,1,2	-
tweet409	409	0,1,2	-
tweet410	410	0,1,2	-
tweet411	411	0,1,2	-
tweet412	412	0,1,2	-
tweet413	413	0,1,2	-
tweet414	414	0,1,2	-
tweet415	415	0,1,2	-
tweet416	416	0,1,2	-
tweet417	417	0,1,2	-
tweet418	418	0,1,2	-
tweet419	419	0,1,2	-
tweet420	420	0,1,2	-
tweet421	421	0,1,2	-
tweet422	422	0,1,2	-
tweet423	423	0,1,2	-
tweet424	424	0,1,2	-
tweet425	425	0,1,2	-
tweet426	426	0,1,2	-
tweet427	427	0,1,2	-
tweet428	428	0,1,2	-
tweet429	429	0,1,2	-
tweet430	430	0,1,2	-
tweet431	431	0,1,2	-
tweet432	432	0,1,2	-
tweet433	433	0,1,2	-
tweet434	434	0,1,2	-
tweet435	435	0,1,2	-
tweet436	436	0,1,2	-
tweet437	437	0,1,2	-
tweet438	438	0,1,2	-
tweet439	439	0,1,2	-
tweet440	440	0,1,2	-
tweet441	441	0,1,2	-
tweet442	442	0,1,2	-
tweet443	443	0,1,2	-
tweet444	444	0,1,2	-
tweet445	445	0,1,2	-
tweet446	446	0,1,2	-
tweet447	447	0,1,2	-
tweet448	448	0,1,2	-
tweet449	449	0,1,2	-
tweet450	450	0,1,2	-
tweet451	451	0,1,2	-
tweet452	452	0,1,2	-
tweet453	453	0,1,2	-
tweet454	454	0,1,2	-
tweet455	455	0,1,2	-
tweet456	456	0,1,2	-
tweet457	457	0,1,2	-
tweet458	458	0,1,2	-
tweet459	459	0,1,2	-
tweet460	460	0,1,2	-
tweet461	461	0,1,2	-
tweet462	462	0,1,2	-
tweet463	463	0,1,2	-
tweet464	464	0,1,2	-
tweet465	465	0,1,2	-
tweet466	466	0,1,2	-
tweet467	467	0,1,2	-
tweet468	468	0,1,2	-
tweet469	469	0,1,2	-
tweet470	470	0,1,2	-
tweet471	471	0,1,2	-
tweet472	472	0,1,2	-
tweet473	473	0,1,2	-
tweet474	474	0,1,2	-
tweet475	475	0,1,2	-
tweet476	476	0,1,2	-
tweet477	477	0,1,2	-
tweet478	478	0,1,2	-
tweet479	479	0,1,2	-
tweet480	480	0,1,2	-
tweet481	481	0,1,2	-
tweet482	482	0,1,2	-
tweet483	483	0,1,2	-
tweet484	484	0,1,2	-
tweet485	485	0,1,2	-
tweet486	486	0,1,2	-
tweet487	487	0,1,2	-
tweet488	488	0,1,2	-
tweet489	489	0,1,2	-
tweet490	490	0,1,2	-
tweet491	491	0,1,2	-
tweet492	492	0,1,2	-
tweet493	493	0,1,2	-
tweet494	494	0,1,2	-
tweet495	495	0,1,2	-
tweet496	496	0,1,2	-
tweet497	497	0,1,2	-
tweet498	498	0,1,2	-
tweet499	499	0,1,2	-
tweet500	500	0,1,2	-
tweet501	501	0,1,2	-
tweet502	502	0,1,2	-
tweet503	503	0,1,2	-
tweet504	504	0,1,2	-
tweet505	505	0,1,2	-
tweet506	506	0,1,2	-
tweet507	507	0,1,2	-
tweet508	508	0,1,2	-
tweet509	509	0,1,2	-
tweet510	510	0,1,2	-
tweet511	511	0,1,2	-
tweet512	512	0,1,2	-
tweet513	513	0,1,2	-
tweet514	514	0,1,2	-
tweet515	515	0,1,2	-
tweet516	516	0,1,2	-
tweet517	517	0,1,2	-
tweet518	518	0,1,2	-
tweet519	519	0,1,2	-
tweet520	520	0,1,2	-
tweet521	521	0,1,2	-
tweet522	522	0,1,2	-
tweet523	523	0,1,2	-
tweet524	524	0,1,2	-
tweet525	525	0,1,2	-
tweet526	526	0,1,2	-
tweet527	527	0,1,2	-
tweet528	528	0,1,2	-
tweet529	529	0,1,2	-
tweet530	530	0,1,2	-
tweet531	531	0,1,2	-
tweet532	532	0,1,2	-
tweet533	533	0,1,2	-
tweet534	534	0,1,2	-
tweet535	535	0,1,2	-
tweet536	536	0,1,2	-
tweet537	537	0,1,2	-
tweet538	538	0,1,2	-
tweet539	539	0,1,2	-
tweet540	540	0,1,2	-
tweet541	541	0,1,2	-
tweet542	542	0,1,2	-
tweet543	543	0,1,2	-
tweet544	544	0,1,2	-
tweet545	545	0,1,2	-
tweet546	546	0,1,2	-
tweet547	547	0,1,2	-
tweet548	548	0,1,2	-
tweet549	549	0,1,2	-
tweet550	550	0,1,2	-
tweet551	551	0,1,2	-
tweet552	552	0,1,2	-
tweet553	553	0,1,2	-
tweet554	554	0,1,2	-
tweet555	555	0,1,2	-
tweet556	556	0,1,2	-
tweet557	557	0,1,2	-
tweet558	558	0,1,2	-
tweet559	559	0,1,2	-
tweet560	560	0,1,2	-
tweet561	561	0,1,2	-
tweet562	562	0,1,2	-
tweet563	563	0,1,2	-
tweet564	564	0,1,2	-
tweet565	565	0,1,2	-
tweet566	566	0,1,2	-
tweet567	567	0,1,2	-
tweet568	568	0,1,2	-
tweet569	569	0,1,2	-
tweet570	570	0,1,2	-
tweet571	571	0,1,2	-
tweet572	572	0,1,2	-
tweet573	573	0,1,2	-
tweet574	574	0,1,2	-
tweet575	575	0,1,2	-
tweet576	576	0,1,2	-
tweet577	577	0,1,2	-
tweet578	578	0,1,2	-
tweet579	579	0,1,2	-
tweet580	580	0,1,2	-
tweet581	581	0,1,2	-
tweet582	582	0,1,2	-
tweet583	583	0,1,2	-
tweet584	584	0,1,2	-
tweet585	585	0,1,2	-
tweet586	586	0,1,2	-
tweet587	587	0,1,2	-
tweet588	588	0,1,2	-
tweet589	589	0,1,2	-
tweet590	590	0,1,2	-
tweet591	591	0,1,2	-
tweet592	592	0,1,2	-
tweet593	593	0,1,2	-
tweet594	594	0,1,2	-
tweet595	595	0,1,2	-
tweet596	596	0,1,2	-
tweet597	597	0,1,2	-
tweet598	598	0,1,2	-
tweet599	599	0,1,2	-
tweet600	600	0,1,2	-
tweet601	601	0,1,2	-
tweet602	602	0,1,2	-
tweet603	603	0,1,2	-
tweet604	604	0,1,2	-
tweet605	605	0,1,2	-
tweet606	606	0,1,2	-
tweet607	607	0,1,2	-
tweet608	608	0,1,2	-
tweet609	609	0,1,2	-
tweet610	610	0,1,2	-
tweet611	611	0,1,2	-
tweet612	612	0,1,2	-
tweet613	613	0,1,2	-
tweet614	614	0,1,2	-
tweet615	615	0,1,2	-
tweet616	616	0,1,2	-
tweet617	617	0,1,2	-
tweet618	618	0,1,2	-
tweet619	619	0,1,2	-
tweet620	620	0,1,2	-
tweet621	621	0,1,2	-
tweet622	622	0,1,2	-
tweet623	623	0,1,2	-
tweet624	624	0,1,2	-
tweet625	625	0,1,2	-
tweet626	626	0,1,2	-
tweet627	627	0,1,2	-
tweet628	628	0,1,2	-
tweet629	629	0,1,2	-
tweet630	630	0,1,2	-
tweet631	631	0,1,2	-
tweet632	632	0,1,2	-
tweet633	633	0,1,2	-
tweet634	634	0,1,2	-
tweet635	635	0,1,2	-
tweet636	636	0,1,2	-
tweet637	637	0,1,2	-
tweet638	638	0,1,2	-
tweet639	639	0,1,2	-
tweet640	640	0,1,2	-
tweet641	641	0,1,2	-
tweet642	642	0,1,2	-
tweet643	643	0,1,2	-
tweet644	644	0,1,2	-
tweet645	645	0,1,2	-
tweet646	646	0,1,2	-
tweet647	647	0,1,2	-
tweet648	648	0,1,2	-
tweet649	649	0,1,2	-
tweet650	650	0,1,2	-
tweet651	651	0,1,2	-
tweet652	652	0,1,2	-
tweet653	653	0,1,2	-
tweet654	654	0,1,2	-
tweet655	655	0,1,2	-
tweet656	656	0,1,2	-
tweet657	657	0,1,2	-
tweet658	658	0,1,2	-
tweet659	659	0,1,2	-
tweet660	660	0,1,2	-
tweet661	661	0,1,2	-
tweet662	662	0,1,2	-
tweet663	663	0,1,2	-
tweet664	664	0,1,2	-
tweet665	665	0,1,2	-
tweet666	666	0,1,2	-
tweet667	667	0,1,2	-
tweet668	668	0,1,2	-
tweet669	669	0,1,2	-
tweet670	670	0,1,2	-
tweet671	671	0,1,2	-
tweet672	672	0,1,2	-
tweet673	673	0,1,2	-
tweet674	674	0,1,2	-
tweet675	675	0,1,2	-
tweet676	676	0,1,2	-
tweet677	677	0,1,2	-
tweet678	678	0,1,2	-
tweet679	679	0,1,2	-
tweet680	680	0,1,2	-
tweet681	681	0,1,2	-
tweet682	682	0,1,2	-
tweet683	683	0,1,2	-
tweet684	684	0,1,2	-
tweet685	685	0,1,2	-
tweet686	686	0,1,2	-
tweet687	687	0,1,2	-
tweet688	688	0,1,2	-
tweet689	689	0,1,2	-
tweet690	690	0,1,2	-
tweet691	691	0,1,2	-
tweet692	692	0,1,2	-
tweet693	693	0,1,2	-
tweet694	694	0,1,2	-
tweet695	695	0,1,2	-
tweet696	696	0,1,2	-
tweet697	697	0,1,2	-
tweet698	698	0,1,2	-
tweet699	699	0,1,2	-
tweet700	700	0,1,2	-
tweet701	701	0,1,2	-
tweet702	702	0,1,2	-
tweet703	703	0,1,2	-
tweet704	704	0,1,2	-
tweet705	705	0,1,2	-
tweet706	706	0,1,2	-
tweet707	707	0,1,2	-
tweet708	708	0,1,2	-
tweet709	709	0,1,2	-
tweet710	710	0,1,2	-
tweet711	711	0,1,2	-
tweet712	712	0,1,2	-
tweet713	713	0,1,2	-
tweet714	714	0,1,2	-
tweet715	715	0,1,2	-
tweet716	716	0,1,2	-
tweet717	717	0,1,2	-
tweet718	718	0,1,2	-
tweet719	719	0,1,2	-
tweet720	720	0,1,2	-
tweet721	721	0,1,2	-
tweet722	722	0,1,2	-
tweet723	723	0,1,2	-
tweet724	724	0,1,2	-
tweet725	725	0,1,2	-
tweet726	726	0,1,2	-
tweet727	727	0,1,2	-
tweet728	728	0,1,2	-
tweet729	729	0,1,2	-
tweet730	730	0,1,2	-
tweet731	731	0,1,2	-
tweet732	732	0,1,2	-
tweet733	733	0,1,2	-
tweet734	734	0,1,2	-
tweet735	735	0,1,2	-
tweet736	736	0,1,2	-
tweet737	737	0,1,2	-
tweet738	738	0,1,2	-
tweet739	739	0,1,2	-
tweet740	740	0,1,2	-
tweet741	741	0,1,2	-
tweet742	742	0,1,2	-
tweet743	743	0,1,2	-
tweet744	744	0,1,2	-
tweet745	745	0,1,2	-
tweet746	746	0,1,2	-
tweet747	747	0,1,2	-
tweet748	748	0,1,2	-
tweet749	749	0,1,2	-
tweet750	750	0,1,2	-
tweet751	751	0,1,2	-
tweet752	752	0,1,2	-
tweet753	753	0,1,2	-
tweet754	754	0,1,2	-
tweet755	755	0,1,2	-
tweet756	756	0,1,2	-
tweet757	757	0,1,2	-
tweet758	758	0,1,2	-
tweet759	759	0,1,2	-
tweet760	760	0,1,2	-
tweet761	761	0,1,2	-
tweet762	762	0,1,2	-
tweet763	763	0,1,2	-
tweet764	764	0,1,2	-
tweet765	765	0,1,2	-
tweet766	766	0,1,2	-
tweet767	767	0,1,2	-
tweet768	768	0,1,2	-
tweet769	769	0,1,2	-
tweet770	770	0,1,2	-
tweet771	771	0,1,2	-
tweet772	772	0,1,2	-
tweet773	773	0,1,2	-
tweet774	774	0,1,2	-
tweet775	775	0,1,2	-
tweet776	776	0,1,2	-
tweet777	777	0,1,2	-
tweet778	778	0,1,2	-
tweet779	779	0,1,2	-
tweet780	780	0,1,2	-
tweet781	781	0,1,2	-
tweet782	782	0,1,2	-
tweet783	783	0,1,2	-
tweet784	784	0,1,2	-
tweet785	785	0,1,2	-
tweet786	786	0,1,2	-
tweet787	787	0,1,2	-
tweet788	788	0,1,2	-
tweet789	789	0,1,2	-
tweet790	790	0,1,2	-
tweet791	791	0,1,2	-
tweet792	792	0,1,2	-
tweet793	793	0,1,2	-
tweet794	794	0,1,2	-
tweet795	795	0,1,2	-
tweet796	796	0,1,2	-
tweet797	797	0,1,2	-
tweet798	798	0,1,2	-
tweet799	799	0,1,2	-
tweet800	800	0,1,2	-
tweet801	801	0,1,2	-
tweet802	802	0,1,2	-
tweet803	803	0,1,2	-
tweet804	804	0,1,2	-
tweet805	805	0,1,2	-
tweet806	806	0,1,2	-
tweet807	807	0,1,2	-
tweet808	808	0,1,2	-
tweet809	809	0,1,2	-
tweet810	810	0,1,2	-
tweet811	811	0,1,2	-
tweet812	812	0,1,2	-
tweet813	813	0,1,2	-
tweet814	814	0,1,2	-
tweet815	815	0,1,2	-
tweet816	816	0,1,2	-
tweet817	817	0,1,2	-
tweet818	818	0,1,2	-
tweet819	819	0,1,2	-
tweet820	820	0,1,2	-
tweet821	821	0,1,2	-
tweet822	822	0,1,2	-
tweet823	823	0,1,2	-
tweet824	824	0,1,2	-
tweet825	825	0,1,2	-
tweet826	826	0,1,2	-
tweet827	827	0,1,2	-
tweet828	828	0,1,2	-
tweet829	829	0,1,2	-
tweet830	830	0,1,2	-
tweet831	831	0,1,2	-
tweet832	832	0,1,2	-
tweet833	833	0,1,2	-
tweet834	834	0,1,2	-
tweet835	835	0,1,2	-
tweet836	836	0,1,2	-
tweet837	837	0,1,2	-
tweet838	838	0,1,2	-
tweet839	839	0,1,2	-
tweet840	840	0,1,2	-
tweet841	841	0,1,2	-
tweet842	842	0,1,2	-
tweet843	843	0,1,2	-
tweet844	844	0,1,2	-
tweet845	845	0,1,2	-
tweet846	846	0,1,2	-
tweet847	847	0,1,2	-
tweet848	848	0,1,2	-
tweet849	849	0,1,2	-
tweet850	850	0,1,2	-
tweet851	851	0,1,2	-
tweet852	852	0,1,2	-
tweet853	853	0,1,2	-
tweet854	854	0,1,2	-
tweet855	855	0,1,2	-
tweet856	856	0,1,2	-
tweet857	857	0,1,2	-
tweet858	858	0,1,2	-
tweet859	859	0,1,2	-
tweet860	860	0,1,2	-
tweet861	861	0,1,2	-
tweet862	862	0,1,2	-
tweet863	863	0,1,2	-
tweet864	864	0,1,2	-
tweet865	865	0,1,2	-
tweet866	866	0,1,2	-
tweet867	867	0,1,2	-
tweet868	868	0,1,2	-
tweet869	869	0,1,2	-
tweet870	870	0,1,2	-
tweet871	871	0,1,2	-
tweet872	872	0,1,2	-
tweet873	873	0,1,2	-
tweet874	874	0,1,2	-
tweet875	875	0,1,2	-
tweet876	876	0,1,2	-
tweet877	877	0,1,2	-
tweet878	878	0,1,2	-
tweet879	879	0,1,2	-
tweet880	880	0,1,2	-
tweet881	881	0,1,2	-
tweet882	882	0,1,2	-
tweet883	883	0,1,2	-
tweet884	884	0,1,2	-
tweet885	885	0,1,2	-
tweet886	886	0,1,2	-
tweet887	887	0,1,2	-
tweet888	888	0,1,2	-
tweet889	889	0,1,2	-
tweet890	890	0,1,2	-
tweet891	891	0,1,2	-
tweet892	892	0,1,2	-
tweet893	893	0,1,2	-
tweet894	894	0,1,2	-
tweet895	895	0,1,2	-
tweet896	896	0,1,2	-
tweet897	897	0,1,2	-
tweet898	898	0,1,2	-
tweet899	899	0,1,2	-
tweet900	900	0,1,2	-
tweet901	901	0,1,2	-
tweet902	902	0,1,2	-
tweet903	903	0,1,2	-
tweet904	904	0,1,2	-
tweet905	905	0,1,2	-
tweet906	906	0,1,2	-
tweet907	907	0,1,2	-
tweet908	908	0,1,2	-
tweet909	909	0,1,2	-
tweet910	910	0,1,2	-
tweet911	911	0,1,2	-
tweet912	912	0,1,2	-
tweet913	913	0,1,2	-
tweet914	914	0,1,2	-
tweet915	915	0,1,2	-
tweet916	916	0,1,2	-
tweet917	917	0,1,2	-
tweet918	918	0,1,2	-
tweet919	919	0,1,2	-
tweet920	920	0,1,2	-
tweet921	921	0,1,2	-
tweet922	922	0,1,2	-
tweet923	923	0,1,2	-
tweet924	924	0,1,2	-
tweet925	925	0,1,2	-
tweet926	926	0,1,2	-
tweet927	927	0,1,2	-
tweet928	928	0,1,2	-
tweet929	929	0,1,2	-
